kandidat,parti,valgt,stemmer
Alex Vanopslagh,Liberal Alliance,✓,3704
Nicolai Wammen,Socialdemokratiet,✓,3261
Mona Juul,Konservative,✓,2578
Troels Lund Poulsen,Venstre,✓,1491
Kirsten Normann Andersen,SF,✓,1315
Katrine Robsøe,Radikale,✓,1000
Camilla Fabricius,Socialdemokratiet,✓,873
Sofie Lippert,SF,✓,636
Anne Sophie Callesen,Radikale,,581
Caroline Stage,Moderaterne,✓,548
Trine Mach,Enhedslisten,✓,536
Torsten Gejl,Alternativet,✓,531
Lars Boje Mathiesen,Borgernes Parti,✓,502
Peter Sporleder,Konservative,,437
Anders Kühnau,Socialdemokratiet,✓,415
Mathilde Hjort Bressum,Venstre,✓,401
Louise Louring,Venstre,✓,372
Edith Vels,Enhedslisten,,363
Christina Egelund,Moderaterne,✓,359
Anna Brændemose,SF,,326
Nick Zimmermann,Dansk Folkeparti,✓,289
Charlotte Broman Mølbæk,SF,✓,273
Line Rasmussen,Radikale,,211
Erik Veje Rasmussen,Venstre,,186
Nikoline Erbs Hillers-Bendtsen,Alternativet,,178
Charlotte Vindeløv,SF,,175
Maria Temponeras,Enhedslisten,,169
Leif Lahn Jensen,Socialdemokratiet,✓,132
Rabih Azad-Ahmad,Radikale,,131
Rune Christiansen,Radikale,,118
Nana Harring,Dansk Folkeparti,,109
Mathias Sikora,Radikale,,103
Gert Bjerregaard,Venstre,,95
Karina Aamann,Venstre,,90
Sten Larsen,Moderaterne,,90
Susan Kronborg,Moderaterne,,86
Paw Hedegaard Amdisen,SF,,86
Charlotte Green,Konservative,✓,80
Søren Lahn Sloth,SF,,75
Hans Skou,Venstre,,64
Hanne Roed,Radikale,,64
Sara Pernille Jespersen,Moderaterne,,64
Carina Sarkkinen,SF,,63
Rikke Christensen,Radikale,,61
Dorthe Hindborg,Socialdemokratiet,,60
Malte Larsen,Socialdemokratiet,✓,56
Michael Nedersøe,Dansk Folkeparti,✓,55
Maria Sørensen,Enhedslisten,,55
Chris Hvidberg,Liberal Alliance,,52
Rasmus T. Mortensen,SF,,52
Gitte Dreier Jacobsen,Alternativet,,51
Lone Glarbo,Danmarksdemokraterne,,49
Louise Høeg,Venstre,,49
Jacob Skjærris,Konservative,,47
Hans Kristian Skibby,Danmarksdemokraterne,✓,46
Louise Brown,Liberal Alliance,,46
Jens Meilvang,Liberal Alliance,✓,45
Bjørn Olsen,Alternativet,,43
Peter Have,Moderaterne,,42
Søren Vanting,Moderaterne,,39
Steffen Hedegaard Attermann Brinch,Alternativet,,38
Kristjar Skajaa,Enhedslisten,,38
Anders Krojgaard Lund,Konservative,,36
Erik Poulsen,Danmarksdemokraterne,,36
Lisbeth Ivanhoe,Enhedslisten,,35
Pia Halkjær,Socialdemokratiet,,34
Morten Siig Henriksen,SF,,34
Caroline Svejsø,Konservative,,33
Bjarke Jensen,Radikale,,32
Tina Kjær,Alternativet,,31
Mathias Thybo,Socialdemokratiet,,30
Bjørn Jensen,Konservative,,28
Martin Laursen,Enhedslisten,,25
Emil M. D. Christensen,Venstre,,25
Christina Hedegaard Hansen,Enhedslisten,,22
Jens Kannegaard Lundager,Dansk Folkeparti,,22
Viktor Thyregod Sivertsen,Konservative,,21
Sebastian Støckler,Venstre,,21
Søren Jensen,Liberal Alliance,,21
Louise Stenmann,Socialdemokratiet,,20
Magnus Bigum,Danmarksdemokraterne,,20
Lars Abildskov,Liberal Alliance,,20
Thomas Monberg,Socialdemokratiet,✓,19
Viviane Ellasofie Karlsen,Borgernes Parti,,19
Louise Svenstrup,Liberal Alliance,,19
Kim Møller-Nielsen,Liberal Alliance,,19
Karina Konrad,Alternativet,,17
Dennis Munk,Enhedslisten,,17
Thor Clasen Jonasen,Alternativet,,16
Erik Særkjær,Socialdemokratiet,,15
Pernille Skærsø,Alternativet,,15
Anna Calero,Alternativet,,15
Michael Faust Horsbøl,Konservative,,13
Jakob Jensen,Enhedslisten,,11
Morten Sørensen,Konservative,,11
Søren Skjold Andersen,Udenfor parti,,10
Bia Ndamukunda,Konservative,,9
Mercedes Czank,Dansk Folkeparti,,8
Michael Klausen,Liberal Alliance,,8
Rune Mikkelsen,Danmarksdemokraterne,,7
Lissi Bagge,Alternativet,,6
Juma Nellemann Kruse,Alternativet,,6
Thomas Quist Mortensen,Alternativet,,5
Henrik Rejnholt Andersen,Venstre,,4
Niels Povlsgaard,Liberal Alliance,,4
Thomas Due Nielsen,Alternativet,,3
Mads Damgaard Mortensen,Alternativet,,3
Hanne K. Mortensen,Alternativet,,3
Tenna Duch Schaldemose,Alternativet,,3
Marcus Bech Pedersen,Alternativet,,2
Sasja Elkjær Krogsdal,Alternativet,,2
Michael Bang Pedersen,Borgernes Parti,,1
Kim Sørensen,Alternativet,,1
