kandidat,parti,valgt,stemmer
Matilde Powers,Socialdemokratiet,,543
Jacob Mark,SF,✓,440
Martin Lidegaard,Radikale,,379
Mette Abildgaard,Konservative,✓,318
Sophie Løhde,Venstre,✓,250
Egil Hulgaard,Konservative,,166
Marianne Bigum,SF,,120
Tine Hessner,Radikale,,119
Rasmus Lund-Nielsen,Moderaterne,,116
Fie Hækkerup,Socialdemokratiet,,102
Rasmus Stoklund,Socialdemokratiet,✓,97
Mette Thiesen,Dansk Folkeparti,,82
Emil Nielsen,SF,,75
Marianne Lynghøj,Venstre,,63
Emma Juul Hansen,Konservative,,63
Steffen W. Frølund,Liberal Alliance,,58
Helene Brydensholt,Alternativet,,56
Birgitte Bergman,Konservative,,52
Charlotte Haagendrup,Moderaterne,,50
Carolina Cámara,Enhedslisten,,49
Jens Skov,SF,,48
Freja Eva Lockenwitz,Radikale,,39
Sinem Dybvad Demir,Enhedslisten,✓,37
Christopher Arzrouni,Liberal Alliance,,32
Daniel Drefeld,Konservative,,32
Hediye Temiz,Radikale,,30
Louise Mehnke,Socialdemokratiet,,28
Chelle Lilly Albøge,Liberal Alliance,,26
Hans Andersen,Venstre,,24
Anja Rosengreen,SF,,23
Christina Thorholm,Radikale,,23
Katarina Ammitzbøll,Venstre,,23
Tue Villebro,Venstre,,20
Frederik Germann,Konservative,,20
Anna Poulsen,SF,,19
Pernille Christensen,Moderaterne,,19
Christoffer Emil Jexen,Enhedslisten,,16
Christian Elkjær,Radikale,,16
Søren Rye,Socialdemokratiet,,15
Robert Mørck,Liberal Alliance,,15
Martin Nordstjerne,Borgernes Parti,,15
Pia Adelsteen,Dansk Folkeparti,,15
Mikkel Westh Jepsen,Radikale,,14
Stina Egedius Miller,SF,,14
Lars Høyer Holmqvist,Liberal Alliance,,14
Emilie Schytte,Borgernes Parti,,12
Emil Andersen,Enhedslisten,,11
Andreas Raben,Moderaterne,,10
Henrik Møller,Socialdemokratiet,,9
Gert Løfgren,Dansk Folkeparti,,9
Annette Rieva,Venstre,,8
Steffen Sjørslev,Liberal Alliance,,8
Nanna Høyrup,Alternativet,,7
Peter Faber,Borgernes Parti,,7
Tine Loft Thomsen,Alternativet,,7
Jette Juul,Dansk Folkeparti,,7
Mikkel Hartwich,Dansk Folkeparti,,7
Salik Anders Rosing,Alternativet,,5
Annie Hagel,Enhedslisten,,5
Brian Lyck Jørgensen,Dansk Folkeparti,,5
Morten Hvidberg Greve,Alternativet,,4
Ayhan Kilic,Moderaterne,,4
Kira Danholm,Liberal Alliance,,4
Marlene Harpsøe,Danmarksdemokraterne,,4
Rasmus Petersen,Enhedslisten,,4
Ulla Kokfelt,Dansk Folkeparti,,3
Steen Tofteng,Liberal Alliance,,3
Maibritt Nielsen,Danmarksdemokraterne,,3
Philip Solberg,Liberal Alliance,,2
Elias Julius Binggeli,SF,,2
Rasmus Harning,Alternativet,,2
Sten Schmidl Søbjærg,Liberal Alliance,,2
Ingrid Heintz,Alternativet,,2
Katrine Schiller,Danmarksdemokraterne,,1
Lars Bregnbak,Danmarksdemokraterne,,1
Johannes Joyce,Liberal Alliance,,1
Simon Rigét,Alternativet,,1
Mariane Lunden,Alternativet,,0
Sofie Faureholm Lundsberg,Alternativet,,0
