kandidat,parti,valgt,stemmer
Sara Emil Baaring,Socialdemokratiet,,354
Anja Lund,Venstre,,150
Pia Offer Madsen,Liberal Alliance,,142
Lise Müller,SF,,76
Lars Aagaard,Moderaterne,,70
Mai Mercado,Konservative,,59
Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne,,57
Marlene Ambo-Rasmussen,Venstre,,53
Bjørn Brandenborg,Socialdemokratiet,,49
Trine Bramsen,Socialdemokratiet,,46
Alex Ahrendtsen,Dansk Folkeparti,,45
Karsten Hønge,SF,,42
Amanda Heitmann,Venstre,,36
Rosa Eriksen,Moderaterne,,34
Torben Povlsen,Venstre,,34
Jeppe Bruus,Socialdemokratiet,,33
Tobias Weische,Dansk Folkeparti,,30
Thomas Skriver Jensen,Socialdemokratiet,,24
Victoria Velásquez,Enhedslisten,,22
Nikolaj Leed Henriksen,Venstre,,21
Anne Møllegaard Mortensen,Dansk Folkeparti,,20
Allan Holm,Borgernes Parti,,18
Simon Meyer Off,SF,,17
Anastasia Milthers,Radikale,,15
Linda Frølund,Alternativet,,13
Katrine Daugaard,Liberal Alliance,,13
Linda Bollerup,SF,,12
Claus Oxfeldt,Venstre,,11
Nikolaj Vang,Danmarksdemokraterne,,11
Vivian Lindberg Larsen,Danmarksdemokraterne,,10
Natasja Bruun Knudsen,Konservative,,10
Laura Elise Andersen-Mühl,SF,,10
Klavs Norup Lauridsen,Konservative,,9
Joachim Hoffmann-Petersen,Konservative,,9
Kim Aas,Socialdemokratiet,,9
Jakob Larsen,Radikale,,8
Jan Werner Mathiasen,Radikale,,8
Lasse Haugaard Pedersen,Socialdemokratiet,,8
Niels Bolding,Dansk Folkeparti,,7
Kaj Alstrup,Enhedslisten,,6
Charlotte Møller-Madsen,Borgernes Parti,,6
Suzette Frovin,SF,,5
Araz Khan,Liberal Alliance,,5
Camilla Schuster Nygaard,Moderaterne,,4
Kim Lei-Jensen,Radikale,,4
Maria Dalum,Alternativet,,4
Lars Nissen,SF,,4
Anne Fiber,Konservative,,4
Anna Katrine Leth Rehn,SF,,4
Andreas Fjord Larsen,Venstre,,3
Gustav Wilde,Liberal Alliance,,3
Jacob Holm,Alternativet,,3
Reza Javid,Enhedslisten,,3
Jesper Kiel,Enhedslisten,,3
Sofie Mosgaard,Venstre,,3
Andreas Lausen,Moderaterne,,3
Thomas Estrup,Liberal Alliance,,3
Charlotte Ellenberger,SF,,3
Daniel Juhl,Borgernes Parti,,2
Maria Gudme,Socialdemokratiet,,2
Ole Dupont Kofod,Alternativet,,2
Johannes Skov Pedersen,SF,,2
Malte Jäger,Liberal Alliance,,2
Vibeke Syppli Enrum,Enhedslisten,,2
Mette Skaarup,Enhedslisten,,2
Romeo Troelsgaard,Dansk Folkeparti,,2
Torsten Ringgaard,Enhedslisten,,2
Martin Kjærulff,Alternativet,,1
Nynne Printz,SF,,1
Matilde Skov-Hansen,Alternativet,,1
Johan Emil Sevelsted,Konservative,,1
Anja Busch,Borgernes Parti,,1
Stine Øllegaard,Enhedslisten,,1
John Hoppe,Konservative,,1
Stine Larsen,Alternativet,,0
Martin Lissner,Liberal Alliance,,0
Bodil Helbo,Alternativet,,0
Bo Tønnesen,Alternativet,,0
Tonny Vest,Liberal Alliance,,0
Tobias Bennedsen,Konservative,,0
