kandidat,parti,valgt,stemmer
Christian Vigilius,Konservative,,2341
Marie Brixtofte,Venstre,,1605
Monika Rubin,Moderaterne,,1426
Mattias Tesfaye,Socialdemokratiet,✓,786
Signe Wenneberg,Alternativet,,741
Trine Dybkjær,Radikale,,495
Mikkel Bjørn,Dansk Folkeparti,,472
Stinus Lindgreen,Radikale,,468
Freja Brandhøj,Liberal Alliance,,439
Helene Brochmann,SF,,353
Kim Valentin,Venstre,,353
Isabella Arendt,Konservative,,341
Ruben Kidde,Radikale,,319
Patrizia Venturelli Christensen,Liberal Alliance,,273
Julie Ahlefeldt-Laurvig,Konservative,,269
Sigurd Agersnap,SF,,239
Magnus Barsøe,Socialdemokratiet,,228
Betina Asbæk,Moderaterne,,210
Magnus Von Dreiager,Konservative,,209
Christina Falkberg,Radikale,,207
Morten Bødskov,Socialdemokratiet,✓,194
Sofie F. Villadsen,SF,,163
Vibeke Westh,Socialdemokratiet,,151
Sofie de Bretteville,Socialdemokratiet,,149
Jonas Juhl,Liberal Alliance,,135
Bianca Vitting,Enhedslisten,,125
Tina Cartey Hansen,Konservative,,124
Clara Turms,Enhedslisten,,121
Jens Anton Tingstrøm,Socialdemokratiet,,90
Isabel Havndrup Aackmann,Radikale,,78
Özkan Kocak,Moderaterne,,77
Vivi Nør Jacobsen,SF,,73
Maria Durhuus,Socialdemokratiet,,72
Maria Ladegaard,Venstre,,72
Luise Hjortebjerg,Venstre,,72
Astrid Søborg,Venstre,,65
Ibrahim Benli,Enhedslisten,,57
Troels Stru Schmidt,SF,,56
Anders Bo Larsen,Venstre,,52
Karan Khosla,Moderaterne,,48
Dorte Vilhelmsen,Konservative,,47
Michael Melchert,Liberal Alliance,,40
Dorthe Beck-Nyling,Moderaterne,,40
Zandra Thulstrup Pihl,Dansk Folkeparti,,37
Hanne Bjørn,Liberal Alliance,,34
Brian Køster,Radikale,,34
Caroline Lochow,Enhedslisten,,32
Kashif Ahmad,Radikale,,30
Hans Blaaberg,Dansk Folkeparti,,29
Jette Larsen,Konservative,,29
Sigurd Hebo Lønholdt,Konservative,,29
Gunvor Wibroe,Socialdemokratiet,,27
Frederik Lau Petersen,Moderaterne,,27
Esat Senturk,Radikale,,26
Jens Frost,Radikale,,25
Emil Viskum,Enhedslisten,,25
Zohair Ali,Radikale,,23
Tenna Røberg,Dansk Folkeparti,,22
Frank Clausen,Liberal Alliance,,21
Nana Løcke Buttenschøn,Alternativet,,19
Christopher Blomsterberg-Thaysen,Venstre,,19
Lars Green Bach,Radikale,,18
Peter Samir,Alternativet,,18
Tim Wodskou,Alternativet,,17
Sebastian Mylsted,Danmarksdemokraterne,,17
Jesper Callesen,Alternativet,,15
Charlotte Munch,Danmarksdemokraterne,,15
Fatih Baran,Enhedslisten,,15
Mathias Fuglsang,Borgernes Parti,,15
Michael Jensen,Dansk Folkeparti,,14
Mikkel Dencker,Dansk Folkeparti,,13
Morten Dehn,Borgernes Parti,,13
Susanne Damsgaard,Danmarksdemokraterne,,13
Zishan Ali,Moderaterne,,13
David Ibsen,Liberal Alliance,,13
Thomas Anker,Alternativet,,12
Helge Bo Jensen,Enhedslisten,,12
Thomas Lindqvist,Alternativet,,12
Niels Haxthausen,SF,,11
Frederik Lundberg,Borgernes Parti,,10
Alexander Bruhn Skjøth,SF,,9
Jacqueline Kristensen,Liberal Alliance,,9
Taner Genc,SF,,8
Sune Rastad Bahn,Enhedslisten,,6
Kim Hammer,Dansk Folkeparti,,6
Allan Orland,Borgernes Parti,,5
Søren T. Fugleberg,Borgernes Parti,,3
Ricki Vejsmose,Venstre,,2
