kandidat,parti,valgt,stemmer
Trine Bramsen,Socialdemokratiet,✓,1904
Mai Mercado,Konservative,✓,836
Karsten Hønge,SF,✓,821
Lars Aagaard,Moderaterne,✓,713
Marlene Ambo-Rasmussen,Venstre,✓,704
Lise Müller,SF,✓,692
Victoria Velásquez,Enhedslisten,✓,636
Jeppe Bruus,Socialdemokratiet,✓,625
Thomas Skriver Jensen,Socialdemokratiet,✓,572
Bjørn Brandenborg,Socialdemokratiet,✓,541
Alex Ahrendtsen,Dansk Folkeparti,✓,468
Anastasia Milthers,Radikale,✓,445
Katrine Daugaard,Liberal Alliance,✓,345
Joachim Hoffmann-Petersen,Konservative,,294
Jakob Larsen,Radikale,,267
Sara Emil Baaring,Socialdemokratiet,,267
Claus Oxfeldt,Venstre,,242
Rosa Eriksen,Moderaterne,,235
Sofie Mosgaard,Venstre,,233
Anja Lund,Venstre,,212
Araz Khan,Liberal Alliance,,204
Maria Gudme,Socialdemokratiet,,166
Laura Elise Andersen-Mühl,SF,,154
Malte Jäger,Liberal Alliance,,152
Amanda Heitmann,Venstre,✓,142
Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne,✓,139
Tobias Weische,Dansk Folkeparti,,131
Klavs Norup Lauridsen,Konservative,,130
Anna Katrine Leth Rehn,SF,,126
Jan Werner Mathiasen,Radikale,,124
Kim Aas,Socialdemokratiet,,112
Reza Javid,Enhedslisten,,111
John Hoppe,Konservative,,101
Torben Povlsen,Venstre,,99
Pia Offer Madsen,Liberal Alliance,,99
Kim Lei-Jensen,Radikale,,99
Suzette Frovin,SF,,97
Lasse Haugaard Pedersen,Socialdemokratiet,,88
Simon Meyer Off,SF,,86
Anne Møllegaard Mortensen,Dansk Folkeparti,,81
Natasja Bruun Knudsen,Konservative,,78
Mette Skaarup,Enhedslisten,,71
Linda Bollerup,SF,,70
Linda Frølund,Alternativet,,69
Andreas Fjord Larsen,Venstre,,62
Stine Larsen,Alternativet,,60
Torsten Ringgaard,Enhedslisten,,57
Charlotte Ellenberger,SF,,55
Romeo Troelsgaard,Dansk Folkeparti,,51
Maria Dalum,Alternativet,,47
Camilla Schuster Nygaard,Moderaterne,,46
Vivian Lindberg Larsen,Danmarksdemokraterne,,44
Lars Nissen,SF,,43
Nikolaj Vang,Danmarksdemokraterne,,42
Allan Holm,Borgernes Parti,,42
Niels Bolding,Dansk Folkeparti,,41
Johannes Skov Pedersen,SF,,39
Anne Fiber,Konservative,,37
Andreas Lausen,Moderaterne,,37
Nikolaj Leed Henriksen,Venstre,,35
Jesper Kiel,Enhedslisten,,31
Matilde Skov-Hansen,Alternativet,,30
Charlotte Møller-Madsen,Borgernes Parti,,30
Nynne Printz,SF,,28
Stine Øllegaard,Enhedslisten,,26
Kaj Alstrup,Enhedslisten,,20
Anja Busch,Borgernes Parti,,19
Tobias Bennedsen,Konservative,,19
Johan Emil Sevelsted,Konservative,,17
Jacob Holm,Alternativet,,17
Vibeke Syppli Enrum,Enhedslisten,,16
Gustav Wilde,Liberal Alliance,,15
Martin Lissner,Liberal Alliance,,13
Tonny Vest,Liberal Alliance,,13
Thomas Estrup,Liberal Alliance,,13
Martin Kjærulff,Alternativet,,12
Bodil Helbo,Alternativet,,11
Daniel Juhl,Borgernes Parti,,11
Ole Dupont Kofod,Alternativet,,6
Bo Tønnesen,Alternativet,,1
