kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,2607
Rosa Lund,Enhedslisten,✓,851
Franciska Rosenkilde,Alternativet,✓,759
Samira Nawa,Radikale,✓,613
Pil Christensen,Enhedslisten,,574
Ida Auken,Socialdemokratiet,✓,536
Lise Coermann,Alternativet,,486
Nanna Bonde,SF,✓,414
Peter Hummelgaard,Socialdemokratiet,✓,382
Magnus Georg Jensen,Radikale,✓,343
Lisbeth Bech-Nielsen,SF,✓,283
Carl Valentin,SF,✓,262
Jakob Engel-Schmidt,Moderaterne,✓,261
Thomas Rohden,Radikale,✓,203
Mads Strange,Liberal Alliance,✓,168
Leila Stockmarr,Enhedslisten,✓,146
Qasam Nazir Ahmad,Alternativet,,140
Mathilde Vinther,Enhedslisten,,133
Theresa Scavenius,Udenfor parti,,128
Sophie Hæstorp Andersen,Socialdemokratiet,✓,116
Maria Sofie Petersen,Enhedslisten,,114
Sadek Al-Amood,SF,,113
Jan E. Jørgensen,Venstre,,112
Anders Sørensen,Alternativet,,102
Ole Birk Olesen,Liberal Alliance,✓,102
Anders Storgaard,Konservative,✓,95
Helle Bonnesen,Konservative,✓,94
Maria Georgi Sloth,Radikale,,93
Alexander Ryle,Liberal Alliance,,91
Mette Reissmann,Socialdemokratiet,,88
Halime Oguz,SF,,86
Merete Dea Larsen,Dansk Folkeparti,,81
Anne-Sofie Sadolin,Radikale,,79
Stig Ekman,Socialdemokratiet,,78
Helene Fagerhøj,Konservative,,75
Pil Yildiz,Enhedslisten,,74
Allan Feldt,Dansk Folkeparti,✓,72
Helene Langager,Radikale,,71
Charlotte Lund,Enhedslisten,,70
Jiesper Tristan Pedersen,Alternativet,,65
Cecilie Louise Balbay Holdt,SF,,63
Rune Palm,SF,,62
Ali Qais,Moderaterne,,62
Rasmus Bjergegaard,Konservative,,61
Yildiz Akdogan,Socialdemokratiet,,60
Kasper Nordborg Kiær,SF,,59
Nanna W. Gotfredsen,Moderaterne,,57
Linea Søgaard-Lidell,Venstre,,55
Merete Riisager,Liberal Alliance,,54
Jan Kristoffersen,Alternativet,,52
Line Ervolder,Konservative,,48
Emil Moselund,Radikale,,48
Denise Rostgaard,Dansk Folkeparti,,47
Carina Høedt,Konservative,,44
Frederik Rosberg,Radikale,,41
Marcus Vesterager,Socialdemokratiet,,41
Mikkel Sammy Christensen,SF,,39
Nikolaj Bøgh,Konservative,,39
Ellen Emilie,Moderaterne,✓,38
Roger Courage Matthisen,Alternativet,,34
Claus Buch,Venstre,,33
Mikkel Senna Odoom,Radikale,,33
Mia Tang,Konservative,,32
Reinout Bosch,Enhedslisten,,30
Mads Sebbelov,Moderaterne,,30
Paw Karslund,Dansk Folkeparti,,29
Asbjørn Reissmann,Socialdemokratiet,,27
Nikolai Eskild Jensen,Alternativet,,26
Pernille Birch,Konservative,,25
Flemming Steenlykke,Borgernes Parti,,23
Thomas Markmann,Radikale,,23
Rikke Hansen,Borgernes Parti,,22
Emilla Møller,Socialdemokratiet,,21
Niels Peder Ravn,Konservative,,18
David Rønne,Enhedslisten,,18
Catharina Næsby Malkki,Alternativet,,17
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,17
Natascha Remvig,Venstre,,17
Julie Herdal,Radikale,,16
Camilla Hoffmann,Socialdemokratiet,,15
Mette Bram,Alternativet,,14
Rasmus Paludan,Udenfor parti,,14
Erik Jensen,Socialdemokratiet,,13
Kim Larsen,Enhedslisten,,13
Noah Sturis,Alternativet,,13
Marianne Mortensen,Radikale,,12
Per Nørgaard Andersen,Liberal Alliance,,11
Jakob Ravn Karlsen,Alternativet,,11
Vibeke Frost,Alternativet,,11
Martin Sibast,Danmarksdemokraterne,,10
Anders Fausbøll,Venstre,,10
Lisbeth Dam Larsen,Moderaterne,,10
Lasse Vogel Andersen,Konservative,,9
Eva Bechmann,Danmarksdemokraterne,,9
Bjarke Bisgaard Yolal,SF,,9
Jarl Feyling,Socialdemokratiet,,8
Mette Bloch Hansen,Enhedslisten,,8
Peter Martin Jakobsen,Alternativet,,8
Anders Havelund Krøyer,Konservative,,7
Malene Sandfeld,Venstre,,6
Jan Schumann,Alternativet,,5
Benny Bindslev,Danmarksdemokraterne,,5
Morten Bering,SF,,5
Line Østergaard Olsen,Liberal Alliance,,4
Charlotte Nellemann,Liberal Alliance,,4
John Erik Wagner,Udenfor parti,,3
Torben Guldbæk,Liberal Alliance,,3
Rashid Ali,Udenfor parti,,3
Mikkel Bahl,Alternativet,,1
Zeynep Bardakci,Venstre,,1
