kandidat,parti,valgt,stemmer
Lea Wermelin,Socialdemokratiet,,610
Peter Juel-Jensen,Venstre,,541
Sebastian Bloch Jensen,SF,,234
Niklas Stenbye,Venstre,,129
Kirstine van Sabben,Moderaterne,,117
Bo Vibe Ancher Jensen,Dansk Folkeparti,,81
Kasper Flygare,Socialdemokratiet,,58
Morten Riis,Enhedslisten,,57
Helle Munk Ravnborg,Enhedslisten,,54
Sofie Christiansen,SF,,41
Asta Kofod,Enhedslisten,,33
Michael Hendriksen,Danmarksdemokraterne,,31
Christian Faurholdt Jeppesen,Socialdemokratiet,,23
Laila Stougaard Kofoed Espersen,Radikale,,20
Eik Dahl Bidstrup,Liberal Alliance,,19
Kristoffer Kromand,Konservative,,18
Sofie Valbjørn,Alternativet,,15
Peter Svarre Fridolf,Konservative,,13
Kim Hjerrild,Alternativet,,6
Simon Bech Munch-Petersen,Radikale,,5
Charlotte Friberg Henriksen,Borgernes Parti,,2
Birthe Tindbæk Bredo,Venstre,,2
Lasse Oszadlik,Moderaterne,,0
