kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,,2756
Franciska Rosenkilde,Alternativet,,1029
Samira Nawa,Radikale,,809
Rosa Lund,Enhedslisten,,733
Ida Auken,Socialdemokratiet,,705
Jakob Engel-Schmidt,Moderaterne,,517
Magnus Georg Jensen,Radikale,,429
Pil Christensen,Enhedslisten,,424
Peter Hummelgaard,Socialdemokratiet,,401
Mads Strange,Liberal Alliance,,400
Thomas Rohden,Radikale,,374
Lisbeth Bech-Nielsen,SF,,355
Lise Coermann,Alternativet,,345
Nanna Bonde,SF,,306
Carl Valentin,SF,,281
Leila Stockmarr,Enhedslisten,,221
Theresa Scavenius,Udenfor parti,,217
Ole Birk Olesen,Liberal Alliance,,203
Helle Bonnesen,Konservative,,190
Anders Storgaard,Konservative,,173
Alexander Ryle,Liberal Alliance,,160
Jan E. Jørgensen,Venstre,,159
Helene Fagerhøj,Konservative,,152
Linea Søgaard-Lidell,Venstre,,150
Sophie Hæstorp Andersen,Socialdemokratiet,,149
Anne-Sofie Sadolin,Radikale,,144
Halime Oguz,SF,,142
Sadek Al-Amood,SF,,133
Merete Riisager,Liberal Alliance,,130
Nanna W. Gotfredsen,Moderaterne,,123
Allan Feldt,Dansk Folkeparti,,115
Maria Georgi Sloth,Radikale,,113
Mikkel Sammy Christensen,SF,,111
Mathilde Vinther,Enhedslisten,,102
Mette Reissmann,Socialdemokratiet,,99
Line Ervolder,Konservative,,97
Anders Sørensen,Alternativet,,93
Jiesper Tristan Pedersen,Alternativet,,91
Ellen Emilie,Moderaterne,,88
Cecilie Louise Balbay Holdt,SF,,80
Asbjørn Reissmann,Socialdemokratiet,,78
Helene Langager,Radikale,,77
Julie Herdal,Radikale,,72
Emil Moselund,Radikale,,70
Frederik Rosberg,Radikale,,69
Carina Høedt,Konservative,,65
Mads Sebbelov,Moderaterne,,65
Qasam Nazir Ahmad,Alternativet,,64
Rasmus Bjergegaard,Konservative,,63
Merete Dea Larsen,Dansk Folkeparti,,62
Rune Palm,SF,,61
Kasper Nordborg Kiær,SF,,58
Charlotte Lund,Enhedslisten,,57
Pil Yildiz,Enhedslisten,,52
Ali Qais,Moderaterne,,52
Mia Tang,Konservative,,50
Denise Rostgaard,Dansk Folkeparti,,48
Nikolaj Bøgh,Konservative,,47
Claus Buch,Venstre,,46
Yildiz Akdogan,Socialdemokratiet,,45
Natascha Remvig,Venstre,,44
Mikkel Senna Odoom,Radikale,,42
Jan Kristoffersen,Alternativet,,38
Pernille Birch,Konservative,,33
Paw Karslund,Dansk Folkeparti,,32
Maria Sofie Petersen,Enhedslisten,,31
Thomas Markmann,Radikale,,31
Marcus Vesterager,Socialdemokratiet,,31
Anders Havelund Krøyer,Konservative,,27
Niels Peder Ravn,Konservative,,25
Lasse Vogel Andersen,Konservative,,25
Rikke Hansen,Borgernes Parti,,24
Emilla Møller,Socialdemokratiet,,22
Roger Courage Matthisen,Alternativet,,21
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,21
Catharina Næsby Malkki,Alternativet,,20
Malene Sandfeld,Venstre,,20
Reinout Bosch,Enhedslisten,,20
Vibeke Frost,Alternativet,,19
Camilla Hoffmann,Socialdemokratiet,,17
Anders Fausbøll,Venstre,,17
Flemming Steenlykke,Borgernes Parti,,17
Erik Jensen,Socialdemokratiet,,15
Rasmus Paludan,Udenfor parti,,14
Nikolai Eskild Jensen,Alternativet,,14
Marianne Mortensen,Radikale,,14
Lisbeth Dam Larsen,Moderaterne,,14
Mette Bloch Hansen,Enhedslisten,,13
Line Østergaard Olsen,Liberal Alliance,,13
Peter Martin Jakobsen,Alternativet,,13
Noah Sturis,Alternativet,,12
Kim Larsen,Enhedslisten,,12
Zeynep Bardakci,Venstre,,12
Bjarke Bisgaard Yolal,SF,,10
Per Nørgaard Andersen,Liberal Alliance,,10
David Rønne,Enhedslisten,,9
Mette Bram,Alternativet,,9
Martin Sibast,Danmarksdemokraterne,,8
Rashid Ali,Udenfor parti,,7
Benny Bindslev,Danmarksdemokraterne,,7
Eva Bechmann,Danmarksdemokraterne,,6
John Erik Wagner,Udenfor parti,,6
Charlotte Nellemann,Liberal Alliance,,6
Mikkel Bahl,Alternativet,,6
Jakob Ravn Karlsen,Alternativet,,5
Jarl Feyling,Socialdemokratiet,,4
Jan Schumann,Alternativet,,3
Stig Ekman,Socialdemokratiet,,3
Torben Guldbæk,Liberal Alliance,,3
Morten Bering,SF,,2
