kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,,1134
Peter Hummelgaard,Socialdemokratiet,,633
Ida Auken,Socialdemokratiet,,409
Franciska Rosenkilde,Alternativet,,382
Samira Nawa,Radikale,,333
Jakob Engel-Schmidt,Moderaterne,,298
Rosa Lund,Enhedslisten,,297
Lisbeth Bech-Nielsen,SF,,258
Mads Strange,Liberal Alliance,,175
Theresa Scavenius,Udenfor parti,,165
Thomas Rohden,Radikale,,147
Carl Valentin,SF,,146
Magnus Georg Jensen,Radikale,,142
Nanna Bonde,SF,,138
Lise Coermann,Alternativet,,136
Pil Christensen,Enhedslisten,,130
Alexander Ryle,Liberal Alliance,,115
Helene Fagerhøj,Konservative,,105
Jan E. Jørgensen,Venstre,,98
Kasper Nordborg Kiær,SF,,94
Ole Birk Olesen,Liberal Alliance,,94
Allan Feldt,Dansk Folkeparti,,83
Helle Bonnesen,Konservative,,79
Sadek Al-Amood,SF,,74
Paw Karslund,Dansk Folkeparti,,74
Sophie Hæstorp Andersen,Socialdemokratiet,,71
Linea Søgaard-Lidell,Venstre,,71
Anders Storgaard,Konservative,,67
Merete Riisager,Liberal Alliance,,64
Qasam Nazir Ahmad,Alternativet,,63
Leila Stockmarr,Enhedslisten,,60
Maria Georgi Sloth,Radikale,,60
Halime Oguz,SF,,60
Yildiz Akdogan,Socialdemokratiet,,57
Ellen Emilie,Moderaterne,,55
Mette Reissmann,Socialdemokratiet,,53
Mia Tang,Konservative,,50
Merete Dea Larsen,Dansk Folkeparti,,49
Ali Qais,Moderaterne,,43
Mathilde Vinther,Enhedslisten,,42
Anne-Sofie Sadolin,Radikale,,42
Emil Moselund,Radikale,,41
Rasmus Bjergegaard,Konservative,,41
Helene Langager,Radikale,,41
Jiesper Tristan Pedersen,Alternativet,,39
Denise Rostgaard,Dansk Folkeparti,,35
Nanna W. Gotfredsen,Moderaterne,,34
Mads Sebbelov,Moderaterne,,33
Anders Sørensen,Alternativet,,33
Frederik Rosberg,Radikale,,33
Line Ervolder,Konservative,,32
Rune Palm,SF,,31
Mette Bloch Hansen,Enhedslisten,,31
Claus Buch,Venstre,,28
Carina Høedt,Konservative,,27
Nikolaj Bøgh,Konservative,,26
Mikkel Sammy Christensen,SF,,25
Julie Herdal,Radikale,,23
Pil Yildiz,Enhedslisten,,22
Cecilie Louise Balbay Holdt,SF,,22
Mikkel Senna Odoom,Radikale,,20
Charlotte Nellemann,Liberal Alliance,,20
Maria Sofie Petersen,Enhedslisten,,20
Camilla Hoffmann,Socialdemokratiet,,20
Jan Kristoffersen,Alternativet,,19
Pernille Birch,Konservative,,18
Marcus Vesterager,Socialdemokratiet,,18
Lisbeth Dam Larsen,Moderaterne,,17
Thomas Markmann,Radikale,,16
Natascha Remvig,Venstre,,15
Asbjørn Reissmann,Socialdemokratiet,,15
Charlotte Lund,Enhedslisten,,15
Roger Courage Matthisen,Alternativet,,14
Rasmus Paludan,Udenfor parti,,14
Niels Peder Ravn,Konservative,,13
Peter Martin Jakobsen,Alternativet,,13
Lasse Vogel Andersen,Konservative,,13
Flemming Steenlykke,Borgernes Parti,,12
Anders Fausbøll,Venstre,,12
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,12
Emilla Møller,Socialdemokratiet,,11
Catharina Næsby Malkki,Alternativet,,9
Anders Havelund Krøyer,Konservative,,9
Benny Bindslev,Danmarksdemokraterne,,9
Kim Larsen,Enhedslisten,,8
Rikke Hansen,Borgernes Parti,,8
Erik Jensen,Socialdemokratiet,,8
Reinout Bosch,Enhedslisten,,7
Martin Sibast,Danmarksdemokraterne,,7
Nikolai Eskild Jensen,Alternativet,,7
Zeynep Bardakci,Venstre,,7
Per Nørgaard Andersen,Liberal Alliance,,6
Jakob Ravn Karlsen,Alternativet,,5
Noah Sturis,Alternativet,,5
Rashid Ali,Udenfor parti,,5
Marianne Mortensen,Radikale,,4
Torben Guldbæk,Liberal Alliance,,4
Jan Schumann,Alternativet,,4
Vibeke Frost,Alternativet,,4
Eva Bechmann,Danmarksdemokraterne,,4
John Erik Wagner,Udenfor parti,,4
Mette Bram,Alternativet,,4
Jarl Feyling,Socialdemokratiet,,3
Line Østergaard Olsen,Liberal Alliance,,3
Bjarke Bisgaard Yolal,SF,,3
David Rønne,Enhedslisten,,2
Stig Ekman,Socialdemokratiet,,2
Malene Sandfeld,Venstre,,2
Mikkel Bahl,Alternativet,,2
Morten Bering,SF,,1
