kandidat,parti,valgt,stemmer
Lise Bertelsen,Konservative,✓,2153
Katrine Evelyn Jensen,Socialdemokratiet,✓,1625
Signe Munk,SF,✓,1524
Frederik Houmann Thuesen,Venstre,,1027
Søren Gade,Venstre,✓,778
Mads Fuglede,Danmarksdemokraterne,✓,435
Lone Langballe,Dansk Folkeparti,,391
Helle Jensen,Liberal Alliance,,304
Mogens Jensen,Socialdemokratiet,✓,229
Martin Sanderhoff,Moderaterne,,192
Betina Kastbjerg,Danmarksdemokraterne,,159
Dennis Flydtkjær,Danmarksdemokraterne,✓,155
Anne Paulin,Socialdemokratiet,✓,151
Michelle Sundahl,Dansk Folkeparti,,146
Michael Grove,Konservative,,144
Thomas Danielsen,Venstre,✓,141
Carsten Bach,Liberal Alliance,✓,110
Søren Boel Olesen,Dansk Folkeparti,✓,100
Marianne Karlsmose,Konservative,,94
Michael Nielsen,Moderaterne,,94
Morten Vehl Revsbeck,Danmarksdemokraterne,,88
Nicklas Verne,Konservative,,88
Eva Borchorst Mejnertz,Socialdemokratiet,,85
Morten E.G. Brautsch,Moderaterne,✓,84
Dina Andersen-Raabjerg,Konservative,,83
Trine Jepsen,Venstre,✓,83
Anders Andreasen,Socialdemokratiet,,75
Helge K. Frandsen,Borgernes Parti,,67
Thorbjørn Jacobsen,Liberal Alliance,✓,67
Jes Halfdan,Borgernes Parti,,65
Philip Vivet,Radikale,✓,62
Peter Bilgrav,Alternativet,,59
Simon Højer,Konservative,,49
Aksel Rosager Johansen,Enhedslisten,,48
Lisbeth Torfing,Enhedslisten,✓,48
Keld Lorenzen,Liberal Alliance,,47
Stine Ry Andersen,Enhedslisten,,44
Erik Flyvholm,Venstre,,41
Knud Gaarn-Larsen,Udenfor parti,,38
Kim Pagels,Radikale,,38
Lone Kjær Hein,Radikale,,38
Michael Valbjørn,Liberal Alliance,,38
Signe Sofie Larsen,Alternativet,,36
Ralf Høgedal,Venstre,,36
Maria Enemark,Borgernes Parti,,36
Jeppe von Berg,Moderaterne,,35
Nils Brøgger,SF,,32
Emma Thorup Jacobsen,SF,,32
Niels Kristian Larsen,SF,,30
Marcus Juul Grønbæk,Danmarksdemokraterne,,30
Vinnie Borbjerg,Socialdemokratiet,,27
Lise Jørgensen,Socialdemokratiet,,26
Mikael Würtz,Dansk Folkeparti,,25
Majbrit Nørgaard,Venstre,,23
Didde Krabbe Johannesen,Alternativet,,21
Morten Høgh,Venstre,,21
Siff Tang Lassen,Konservative,,18
Vivi Altenburg,Danmarksdemokraterne,,18
Johan Brødsgaard,Radikale,,16
Svend Stein Olsen,Liberal Alliance,,16
Gorm Hoff Lauridsen,Konservative,,16
Kasper B.G. Lauritsen,Socialdemokratiet,,16
Jørgen Christian Pedersen,Konservative,,14
Lars Fibæk,Socialdemokratiet,,13
Casper Hindkjær,Radikale,,13
Jarl Matthiesen,Venstre,,13
Anders Bøge,SF,,13
Hanne Frølund,Radikale,,13
Steffen Troldtoft,Liberal Alliance,,12
Lennart Qvist,Konservative,,11
Knud Nielsen,Dansk Folkeparti,,10
Peter Vestergaard,Radikale,,9
Henning Lindberg,Enhedslisten,,9
Ragnar Dixen,Liberal Alliance,,8
Per Kamp Stefansen,Socialdemokratiet,,8
Bente Refslund,SF,,8
Lina Sikora Christiansen,Alternativet,,7
Christian Juhl,Enhedslisten,,7
Annette Sofia Skotte,Liberal Alliance,,7
Iben Forum Jeppesen,Liberal Alliance,,6
Damian Hartvig Mathiesen,Enhedslisten,,6
Nicklas Stampe Raabjerg,Alternativet,,5
Lau Sørensen,Konservative,,4
Gert Bækgaard,Venstre,,4
Kevin Possekel,Liberal Alliance,,3
Peter Kempf Pedersen,Socialdemokratiet,,2
Jacob Abildgaard,Enhedslisten,,2
Steffen Tolstrup,Alternativet,,2
Lars Dohn,Enhedslisten,,1
Kasper Thomassen,Venstre,,1
Henning Bo Madsen,Enhedslisten,,0
