kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,2043
Peter Hummelgaard,Socialdemokratiet,✓,1536
Franciska Rosenkilde,Alternativet,✓,790
Ida Auken,Socialdemokratiet,✓,788
Samira Nawa,Radikale,✓,701
Lisbeth Bech-Nielsen,SF,✓,590
Rosa Lund,Enhedslisten,✓,588
Jakob Engel-Schmidt,Moderaterne,✓,586
Pil Christensen,Enhedslisten,,387
Mads Strange,Liberal Alliance,✓,364
Magnus Georg Jensen,Radikale,✓,336
Thomas Rohden,Radikale,✓,308
Nanna Bonde,SF,✓,292
Carl Valentin,SF,✓,284
Lise Coermann,Alternativet,,262
Alexander Ryle,Liberal Alliance,,189
Helle Bonnesen,Konservative,✓,183
Helene Fagerhøj,Konservative,,176
Ole Birk Olesen,Liberal Alliance,✓,175
Jan E. Jørgensen,Venstre,,170
Linea Søgaard-Lidell,Venstre,,168
Sadek Al-Amood,SF,,162
Sophie Hæstorp Andersen,Socialdemokratiet,✓,161
Allan Feldt,Dansk Folkeparti,✓,153
Maria Georgi Sloth,Radikale,,145
Theresa Scavenius,Udenfor parti,,143
Anders Storgaard,Konservative,✓,142
Merete Riisager,Liberal Alliance,,137
Kasper Nordborg Kiær,SF,,132
Paw Karslund,Dansk Folkeparti,,125
Leila Stockmarr,Enhedslisten,✓,124
Merete Dea Larsen,Dansk Folkeparti,,117
Halime Oguz,SF,,109
Mette Reissmann,Socialdemokratiet,,104
Anne-Sofie Sadolin,Radikale,,102
Yildiz Akdogan,Socialdemokratiet,,98
Mathilde Vinther,Enhedslisten,,97
Ellen Emilie,Moderaterne,✓,93
Mia Tang,Konservative,,88
Anders Sørensen,Alternativet,,86
Helene Langager,Radikale,,80
Ali Qais,Moderaterne,,78
Emil Moselund,Radikale,,75
Pernille Birch,Konservative,,73
Nanna W. Gotfredsen,Moderaterne,,73
Mikkel Senna Odoom,Radikale,,68
Jiesper Tristan Pedersen,Alternativet,,63
Rune Palm,SF,,62
Line Ervolder,Konservative,,62
Denise Rostgaard,Dansk Folkeparti,,60
Cecilie Louise Balbay Holdt,SF,,60
Carina Høedt,Konservative,,59
Rasmus Bjergegaard,Konservative,,57
Mads Sebbelov,Moderaterne,,55
Mikkel Sammy Christensen,SF,,53
Pil Yildiz,Enhedslisten,,50
Qasam Nazir Ahmad,Alternativet,,48
Nikolaj Bøgh,Konservative,,47
Claus Buch,Venstre,,47
Anders Fausbøll,Venstre,,47
Charlotte Lund,Enhedslisten,,46
Frederik Rosberg,Radikale,,45
Jan Kristoffersen,Alternativet,,44
Julie Herdal,Radikale,,42
Maria Sofie Petersen,Enhedslisten,,40
Asbjørn Reissmann,Socialdemokratiet,,39
Lasse Vogel Andersen,Konservative,,39
Natascha Remvig,Venstre,,36
Marcus Vesterager,Socialdemokratiet,,32
Emilla Møller,Socialdemokratiet,,32
Camilla Hoffmann,Socialdemokratiet,,32
Thomas Markmann,Radikale,,29
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,28
Flemming Steenlykke,Borgernes Parti,,28
Catharina Næsby Malkki,Alternativet,,26
Rikke Hansen,Borgernes Parti,,25
Lisbeth Dam Larsen,Moderaterne,,25
Roger Courage Matthisen,Alternativet,,23
Malene Sandfeld,Venstre,,23
Rasmus Paludan,Udenfor parti,,21
Niels Peder Ravn,Konservative,,21
Anders Havelund Krøyer,Konservative,,21
Mette Bram,Alternativet,,20
Charlotte Nellemann,Liberal Alliance,,19
Erik Jensen,Socialdemokratiet,,19
Kim Larsen,Enhedslisten,,18
Reinout Bosch,Enhedslisten,,17
Nikolai Eskild Jensen,Alternativet,,17
Noah Sturis,Alternativet,,17
Eva Bechmann,Danmarksdemokraterne,,16
Jakob Ravn Karlsen,Alternativet,,15
Jarl Feyling,Socialdemokratiet,,15
Per Nørgaard Andersen,Liberal Alliance,,15
Benny Bindslev,Danmarksdemokraterne,,13
Marianne Mortensen,Radikale,,11
John Erik Wagner,Udenfor parti,,11
Zeynep Bardakci,Venstre,,11
Peter Martin Jakobsen,Alternativet,,11
Mette Bloch Hansen,Enhedslisten,,10
Vibeke Frost,Alternativet,,10
Martin Sibast,Danmarksdemokraterne,,8
Line Østergaard Olsen,Liberal Alliance,,8
Morten Bering,SF,,7
Stig Ekman,Socialdemokratiet,,7
Jan Schumann,Alternativet,,6
David Rønne,Enhedslisten,,5
Bjarke Bisgaard Yolal,SF,,4
Torben Guldbæk,Liberal Alliance,,3
Rashid Ali,Udenfor parti,,2
Mikkel Bahl,Alternativet,,2
