kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,2138
Ida Auken,Socialdemokratiet,✓,927
Franciska Rosenkilde,Alternativet,✓,737
Samira Nawa,Radikale,✓,727
Rosa Lund,Enhedslisten,✓,583
Peter Hummelgaard,Socialdemokratiet,✓,555
Jakob Engel-Schmidt,Moderaterne,✓,477
Lisbeth Bech-Nielsen,SF,✓,390
Mads Strange,Liberal Alliance,✓,349
Nanna Bonde,SF,✓,305
Thomas Rohden,Radikale,✓,293
Magnus Georg Jensen,Radikale,✓,257
Pil Christensen,Enhedslisten,,235
Carl Valentin,SF,✓,229
Mette Reissmann,Socialdemokratiet,,223
Lise Coermann,Alternativet,,223
Jan E. Jørgensen,Venstre,,201
Ole Birk Olesen,Liberal Alliance,✓,199
Helle Bonnesen,Konservative,✓,194
Sadek Al-Amood,SF,,172
Anders Storgaard,Konservative,✓,168
Sophie Hæstorp Andersen,Socialdemokratiet,✓,166
Alexander Ryle,Liberal Alliance,,150
Helene Fagerhøj,Konservative,,138
Allan Feldt,Dansk Folkeparti,✓,137
Linea Søgaard-Lidell,Venstre,,135
Merete Riisager,Liberal Alliance,,126
Rasmus Bjergegaard,Konservative,,118
Merete Dea Larsen,Dansk Folkeparti,,115
Halime Oguz,SF,,114
Leila Stockmarr,Enhedslisten,✓,108
Theresa Scavenius,Udenfor parti,,108
Maria Georgi Sloth,Radikale,,102
Yildiz Akdogan,Socialdemokratiet,,87
Qasam Nazir Ahmad,Alternativet,,86
Ellen Emilie,Moderaterne,✓,85
Anne-Sofie Sadolin,Radikale,,81
Ali Qais,Moderaterne,,78
Mathilde Vinther,Enhedslisten,,77
Nikolaj Bøgh,Konservative,,76
Rune Palm,SF,,74
Cecilie Louise Balbay Holdt,SF,,74
Line Ervolder,Konservative,,73
Nanna W. Gotfredsen,Moderaterne,,72
Anders Sørensen,Alternativet,,71
Jiesper Tristan Pedersen,Alternativet,,69
Kasper Nordborg Kiær,SF,,66
Pernille Birch,Konservative,,63
Helene Langager,Radikale,,63
Marianne Mortensen,Radikale,,61
Carina Høedt,Konservative,,59
Emilla Møller,Socialdemokratiet,,59
Frederik Rosberg,Radikale,,57
Mia Tang,Konservative,,55
Denise Rostgaard,Dansk Folkeparti,,54
Paw Karslund,Dansk Folkeparti,,52
Mads Sebbelov,Moderaterne,,50
Emil Moselund,Radikale,,46
Pil Yildiz,Enhedslisten,,46
Jan Kristoffersen,Alternativet,,44
Claus Buch,Venstre,,41
Mikkel Sammy Christensen,SF,,41
Asbjørn Reissmann,Socialdemokratiet,,40
Anders Fausbøll,Venstre,,38
Charlotte Lund,Enhedslisten,,37
Marcus Vesterager,Socialdemokratiet,,36
Reinout Bosch,Enhedslisten,,35
Julie Herdal,Radikale,,34
Niels Peder Ravn,Konservative,,30
Mikkel Senna Odoom,Radikale,,30
Eva Bechmann,Danmarksdemokraterne,,28
Natascha Remvig,Venstre,,27
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,25
Thomas Markmann,Radikale,,24
Malene Sandfeld,Venstre,,22
Maria Sofie Petersen,Enhedslisten,,20
Lisbeth Dam Larsen,Moderaterne,,20
Roger Courage Matthisen,Alternativet,,20
Camilla Hoffmann,Socialdemokratiet,,20
Erik Jensen,Socialdemokratiet,,19
Mette Bram,Alternativet,,18
Anders Havelund Krøyer,Konservative,,17
Nikolai Eskild Jensen,Alternativet,,16
Catharina Næsby Malkki,Alternativet,,16
Kim Larsen,Enhedslisten,,15
Rikke Hansen,Borgernes Parti,,14
Zeynep Bardakci,Venstre,,14
Flemming Steenlykke,Borgernes Parti,,14
Rasmus Paludan,Udenfor parti,,13
Lasse Vogel Andersen,Konservative,,12
Charlotte Nellemann,Liberal Alliance,,12
Martin Sibast,Danmarksdemokraterne,,11
Peter Martin Jakobsen,Alternativet,,11
Mette Bloch Hansen,Enhedslisten,,11
Bjarke Bisgaard Yolal,SF,,10
Benny Bindslev,Danmarksdemokraterne,,10
Vibeke Frost,Alternativet,,10
Stig Ekman,Socialdemokratiet,,8
Per Nørgaard Andersen,Liberal Alliance,,8
Rashid Ali,Udenfor parti,,8
David Rønne,Enhedslisten,,8
Line Østergaard Olsen,Liberal Alliance,,7
Noah Sturis,Alternativet,,7
Jakob Ravn Karlsen,Alternativet,,7
Mikkel Bahl,Alternativet,,6
Jan Schumann,Alternativet,,5
Torben Guldbæk,Liberal Alliance,,5
Morten Bering,SF,,3
Jarl Feyling,Socialdemokratiet,,1
John Erik Wagner,Udenfor parti,,0
