kandidat,parti,valgt,stemmer
Mette Frederiksen,Socialdemokratiet,✓,8644
Inger Støjberg,Danmarksdemokraterne,,2623
Marie Bjerre,Venstre,✓,1622
Preben Bang Henriksen,Venstre,✓,1409
Sólbjørg Jakobsen,Liberal Alliance,✓,1291
Flemming Møller Mortensen,Socialdemokratiet,✓,930
Melina Andersen,SF,,908
Sofie Therese Svendsen,Konservative,✓,714
Ane Halsboe-Jørgensen,Socialdemokratiet,✓,665
Theresa Berg Andersen,SF,✓,445
Anders Vistisen,Dansk Folkeparti,✓,434
Peder Hvelplund,Enhedslisten,✓,430
Filippa Emilie Vittrup,Enhedslisten,,420
Mohammad Rona,Moderaterne,✓,388
Steffen Holme Helledie,Radikale,,357
Benjamin Christensen,SF,,341
Simon Kollerup,Socialdemokratiet,✓,337
Lene Burchardt,Konservative,,330
Morten Ryom,Socialdemokratiet,,315
Kiki Bille Bach,Socialdemokratiet,,306
Anna Bjerre,Alternativet,,305
Jacob Robsøe,Radikale,,251
Emma Biørn Tretow-Fish,Radikale,,234
Carsten Bedsted,Radikale,,231
Christina Lykke,SF,✓,191
Line Randa,Moderaterne,,186
HP Beck,Liberal Alliance,,181
Per Husted,Socialdemokratiet,,178
Anne Honoré Østergaard,Venstre,,164
Per Larsen,Konservative,,150
Lasse Olsen,Enhedslisten,,137
Emma Houe Mølgaard,Dansk Folkeparti,,132
Runa Friis Hansen,Enhedslisten,,119
Sara Tvilling,Liberal Alliance,,117
Laura Holm,Konservative,,113
Emil Sloth,Alternativet,,107
Danny Rosenkilde,Dansk Folkeparti,,106
Kim Edberg Andersen,Danmarksdemokraterne,,97
Kenneth Skatka Hammer,Liberal Alliance,,91
Torsten Wetche,Radikale,,86
Thomas Klimek,Socialdemokratiet,✓,81
Morten Arvidsson,Moderaterne,,75
Pia Elberg,Radikale,,74
Susanne Krebs,Radikale,,73
Torsten Schack Pedersen,Venstre,,71
Mikkel Bisgaard,Venstre,,71
Søren Homann,Konservative,,68
Peder Larsen,SF,,68
Ditte Ravn Kaagaard,Moderaterne,,66
Phillip Sperling,Venstre,,59
Anders Peter Hansen,Liberal Alliance,,59
Marie Wandel,Radikale,,59
Hans Jørgen Adamsen,Venstre,,57
Niels H. Bünemann,Venstre,,55
Thomas Hjort,Dansk Folkeparti,,51
Dorte M. Nielsen,SF,,51
Anette Jensen Smith,Alternativet,,47
Morten Bo Bertelsen,SF,,47
René Flou,Konservative,,46
Mark Hellerup,Liberal Alliance,,43
Niels Christensen,Borgernes Parti,,42
Paulina Laparil,Borgernes Parti,,41
Christina Eilers,Enhedslisten,,41
Claus Beck,Liberal Alliance,,38
Bo Ritterbusch,Liberal Alliance,,35
Frederik Storm,Danmarksdemokraterne,,34
Berit Raldin,Enhedslisten,,33
Stine Thier-Andersen,Konservative,,33
John Bjerg,Borgernes Parti,,33
Peder Key Kristiansen,Socialdemokratiet,,32
Thomas Skovgaard,Moderaterne,,29
Jørgen Hammer Sørensen,Dansk Folkeparti,,26
Michael Portefee P. Lex,Radikale,,26
Dorthe Pedersen,Konservative,,25
Anita Vivi Lilholt,Venstre,,25
Rikke Olssen,Liberal Alliance,,22
Arne Hyldgaard,Borgernes Parti,,22
Dorthe Kerschus,Radikale,,21
Ulrik Appel,Enhedslisten,,21
Liselotte Lynge,Danmarksdemokraterne,,20
Anne-Marie Hemmeth,Alternativet,,19
Nikolaj C. Andersen,Moderaterne,,18
Gorm Simonsen,Radikale,,17
Lukas Vestergaard,Liberal Alliance,,16
Kim Gaarsdahl,Liberal Alliance,,15
Peter Larsen,Liberal Alliance,✓,14
Ib Poulsen,Borgernes Parti,,14
Thomas Kjeldsen,SF,,14
Lasse Mejer Petersen,Enhedslisten,,14
Henning Jørgensen,SF,,13
Kristian Bøgsted,Danmarksdemokraterne,,11
Jimmy Abel Nielsen,Liberal Alliance,,9
Claus Skovmose,Danmarksdemokraterne,,9
Thomas Christiansen,Liberal Alliance,,8
Steen Asgeir Petersen,Radikale,,8
Kresten Solvang Larsen,Liberal Alliance,,7
Hans Jensen,Enhedslisten,,7
Gabriel Aaen,Konservative,,5
Thomas Heuniche,Liberal Alliance,,5
Frederik Blicher Pedersen,Liberal Alliance,,3
Dan Gaardboe Rueskov,Liberal Alliance,,1
