kandidat,parti,valgt,stemmer
Bjørn Brandenborg,Socialdemokratiet,,860
Amanda Heitmann,Venstre,,166
Marlene Ambo-Rasmussen,Venstre,,142
Victoria Velásquez,Enhedslisten,,105
Karsten Hønge,SF,,92
Trine Bramsen,Socialdemokratiet,,87
Lars Aagaard,Moderaterne,,87
Lise Müller,SF,,72
Mai Mercado,Konservative,,69
Jesper Kiel,Enhedslisten,,64
Alex Ahrendtsen,Dansk Folkeparti,,56
Katrine Daugaard,Liberal Alliance,,55
Nikolaj Vang,Danmarksdemokraterne,,42
Rosa Eriksen,Moderaterne,,36
Torben Povlsen,Venstre,,32
Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne,,32
Anastasia Milthers,Radikale,,29
Charlotte Ellenberger,SF,,25
Joachim Hoffmann-Petersen,Konservative,,25
Lars Nissen,SF,,24
Malte Jäger,Liberal Alliance,,23
Tobias Weische,Dansk Folkeparti,,20
Anne Møllegaard Mortensen,Dansk Folkeparti,,20
Jan Werner Mathiasen,Radikale,,19
Sara Emil Baaring,Socialdemokratiet,,15
Kim Aas,Socialdemokratiet,,15
Stine Larsen,Alternativet,,15
Camilla Schuster Nygaard,Moderaterne,,14
Pia Offer Madsen,Liberal Alliance,,14
Jeppe Bruus,Socialdemokratiet,,14
Johan Emil Sevelsted,Konservative,,13
Linda Frølund,Alternativet,,11
Linda Bollerup,SF,,11
Claus Oxfeldt,Venstre,,11
Jakob Larsen,Radikale,,10
Thomas Skriver Jensen,Socialdemokratiet,,10
Vivian Lindberg Larsen,Danmarksdemokraterne,,10
Anja Lund,Venstre,,10
Allan Holm,Borgernes Parti,,10
Suzette Frovin,SF,,9
Maria Dalum,Alternativet,,9
Niels Bolding,Dansk Folkeparti,,8
Matilde Skov-Hansen,Alternativet,,8
Klavs Norup Lauridsen,Konservative,,7
Laura Elise Andersen-Mühl,SF,,7
Nikolaj Leed Henriksen,Venstre,,7
Anna Katrine Leth Rehn,SF,,7
Daniel Juhl,Borgernes Parti,,6
Vibeke Syppli Enrum,Enhedslisten,,6
Gustav Wilde,Liberal Alliance,,6
Charlotte Møller-Madsen,Borgernes Parti,,6
Nynne Printz,SF,,5
Sofie Mosgaard,Venstre,,5
Mette Skaarup,Enhedslisten,,5
Kim Lei-Jensen,Radikale,,5
Stine Øllegaard,Enhedslisten,,4
Maria Gudme,Socialdemokratiet,,4
Simon Meyer Off,SF,,3
Kaj Alstrup,Enhedslisten,,3
Tonny Vest,Liberal Alliance,,3
Thomas Estrup,Liberal Alliance,,3
Tobias Bennedsen,Konservative,,3
Martin Lissner,Liberal Alliance,,2
Torsten Ringgaard,Enhedslisten,,2
Andreas Lausen,Moderaterne,,2
Lasse Haugaard Pedersen,Socialdemokratiet,,2
Bodil Helbo,Alternativet,,2
Romeo Troelsgaard,Dansk Folkeparti,,2
Natasja Bruun Knudsen,Konservative,,2
Martin Kjærulff,Alternativet,,1
Anne Fiber,Konservative,,1
Ole Dupont Kofod,Alternativet,,1
Reza Javid,Enhedslisten,,1
Jacob Holm,Alternativet,,1
Anja Busch,Borgernes Parti,,1
John Hoppe,Konservative,,1
Johannes Skov Pedersen,SF,,0
Bo Tønnesen,Alternativet,,0
Araz Khan,Liberal Alliance,,0
Andreas Fjord Larsen,Venstre,,0
