kandidat,parti,valgt,stemmer
Birgitte Vind,Socialdemokratiet,✓,2604
Christoffer Aagaard Melson,Venstre,✓,2288
Stephanie Lose,Venstre,✓,1277
Karina Lorentzen Dehnhardt,SF,✓,794
Peter Kofod,Dansk Folkeparti,✓,681
Lotte Rod,Radikale,,456
Frida Bruun,Moderaterne,✓,363
Dan Arnløv,Konservative,,315
Henrik Frandsen,Moderaterne,✓,277
Christian Rabjerg Madsen,Socialdemokratiet,✓,253
Rune Bønnelykke,Dansk Folkeparti,✓,238
Cecilie Liv Hansen,Liberal Alliance,✓,222
Ina Juul Jensen,SF,,206
Helena Artmann Andresen,Liberal Alliance,✓,199
Kenneth Fredslund Petersen,Danmarksdemokraterne,,185
Ulrik Knudsen,Danmarksdemokraterne,✓,154
Anni Matthiesen,Venstre,✓,152
Steffen Larsen,Liberal Alliance,,149
Magnus Flensborg,SF,,149
Gitte Eriksen,Konservative,,141
Benny Engelbrecht,Socialdemokratiet,✓,134
Frederik Bloch Münster,Konservative,✓,114
Christina Foldager,Konservative,,106
Jakob Venø Heiwald,Danmarksdemokraterne,,101
Anne Marie Geisler Andersen,Radikale,,101
Jesper Petersen,Socialdemokratiet,✓,95
Gitte Bjerremand Andersen,Moderaterne,,90
Karina Adsbøl,Danmarksdemokraterne,✓,84
Ole Lynggaard Jørgensen,Radikale,,80
Selma Bolø,Enhedslisten,,77
Kris Jensen Skriver,Socialdemokratiet,,76
Nadja Natalie Isaksen,Borgernes Parti,✓,75
Maria Radoor,Socialdemokratiet,,75
Morten Hell,Moderaterne,,69
Rasmus Vestergaard Madsen,Enhedslisten,✓,67
Jannie Boysen Westergaard,Konservative,,53
Milo Gaarde,SF,,48
Troels Overgaard,Venstre,,47
Josephine Alstrup Kofod,Dansk Folkeparti,✓,46
Kim Alexander Jensen,Liberal Alliance,,45
Lilje Holm,Enhedslisten,,43
Sofus Teislev,SF,,41
Coco Mette Cecilie Kjærgaard,Alternativet,,38
Sune Nørgaard Jakobsen,Dansk Folkeparti,,37
Jørgen Kvist,SF,✓,37
Lone Hansen,Moderaterne,,35
Troels Simonsen,Liberal Alliance,,33
Rasmus Sandvej,Konservative,,32
Cecilie C. Johannsen,Konservative,,32
Niels Henning Bladt,Venstre,,31
Helene Lykke,Liberal Alliance,,31
Tobias Jørgensen,Venstre,,31
Karsten Byrgesen,Borgernes Parti,,31
Preben Friis-Hauge,Venstre,,27
Jan Køpke Christensen,Borgernes Parti,,26
Christian Mutwa Christensen,SF,,26
Rasmus Elkjær Larsen,Konservative,,26
Jørn Dohrmann,Borgernes Parti,,25
Timm Bøttger,SF,,24
Carl Andersen,Liberal Alliance,,24
Anne Catherine Hoxcer Nielsen,Socialdemokratiet,,23
Gunver Birgitte Nielsen,Konservative,,23
Kim Andkjær Doberck,Dansk Folkeparti,,22
Frederik Klakk,Liberal Alliance,,22
Theis Kylling Hommeltoft,Socialdemokratiet,,21
Christian Fini Mosegaard,Liberal Alliance,,21
Kim Eskesen,Socialdemokratiet,,21
Astrid Fogh,Alternativet,,21
Christian Kirk,Dansk Folkeparti,,20
Tilde Holch Duedahl,Venstre,,20
John Rasmussen,Liberal Alliance,,20
Christian Jørgensen,Liberal Alliance,,20
Tommi Christensen,Socialdemokratiet,,19
Klaus Sandfeld,Venstre,,18
Morten Trillingsgaard Høybye,Konservative,,18
Nicholas Wentworth,Radikale,,17
Anders Kronborg,Socialdemokratiet,✓,17
Holly Marie Turner,Enhedslisten,,17
Nils Sjøberg,Radikale,,16
Thomas Andresen,Venstre,,15
Per Knudsen,Dansk Folkeparti,,15
Lars Rømer Olsen,Socialdemokratiet,,14
Jesper Bierbaum,Venstre,,12
Helene Hellesøe Appel,Enhedslisten,,12
Sarah Nørris,Enhedslisten,,12
Susanne Blegvad Posselt,SF,,11
Thomas Majgaard Byrsing,Danmarksdemokraterne,,11
Lasse Hildingberg,Venstre,,11
Tobias Brus Mikkelsen,Dansk Folkeparti,,11
Hans Biering Fonsbøl,Alternativet,,10
Jens Langer Schou,Konservative,,10
Phillip Kjær Luscombe,Venstre,,10
Finn Hartvig Nielsen,Radikale,,8
Johanna-Maria Precht,Enhedslisten,,8
Patrick Bryhl,Danmarksdemokraterne,,8
Rune Højer,Dansk Folkeparti,,7
Mads-Magnus Damm,Dansk Folkeparti,,7
Ane Line Søndergaard,Alternativet,,7
Allan Svendsen,Dansk Folkeparti,,7
Jim Zakaria,Dansk Folkeparti,,7
Mathias D. Christiansen,Enhedslisten,,7
Lasse Skov Ovesen,Radikale,,6
Edvard Korsbæk,Alternativet,,6
Lasse Harder Schousboe,Enhedslisten,,5
Carsten Sohl,Alternativet,,5
Bjørn Laursen,Socialdemokratiet,,5
Barbara Krarup Hansen,Radikale,,5
Mikael Winther,Alternativet,,5
Bo Nielsen,Alternativet,,5
Christian Tarbensen,Konservative,,4
Mikael Hertig,Alternativet,,3
Benny Dall,Enhedslisten,,3
Bodil Nielsen,Alternativet,,3
Lars Mogensen,Enhedslisten,,3
Kristian Thomsen,Konservative,,3
Bjarne Lastein,Radikale,,1
