kandidat,parti,valgt,stemmer
Lise Bertelsen,Konservative,,2048
Katrine Evelyn Jensen,Socialdemokratiet,,1518
Signe Munk,SF,,1442
Frederik Houmann Thuesen,Venstre,,942
Søren Gade,Venstre,,707
Mads Fuglede,Danmarksdemokraterne,,390
Lone Langballe,Dansk Folkeparti,,365
Helle Jensen,Liberal Alliance,,289
Mogens Jensen,Socialdemokratiet,,213
Martin Sanderhoff,Moderaterne,,168
Betina Kastbjerg,Danmarksdemokraterne,,150
Anne Paulin,Socialdemokratiet,,144
Michael Grove,Konservative,,142
Dennis Flydtkjær,Danmarksdemokraterne,,134
Thomas Danielsen,Venstre,,127
Michelle Sundahl,Dansk Folkeparti,,106
Carsten Bach,Liberal Alliance,,105
Michael Nielsen,Moderaterne,,94
Søren Boel Olesen,Dansk Folkeparti,,90
Nicklas Verne,Konservative,,86
Morten Vehl Revsbeck,Danmarksdemokraterne,,81
Dina Andersen-Raabjerg,Konservative,,78
Morten E.G. Brautsch,Moderaterne,,78
Trine Jepsen,Venstre,,77
Anders Andreasen,Socialdemokratiet,,72
Marianne Karlsmose,Konservative,,69
Eva Borchorst Mejnertz,Socialdemokratiet,,64
Thorbjørn Jacobsen,Liberal Alliance,,62
Philip Vivet,Radikale,,58
Jes Halfdan,Borgernes Parti,,57
Peter Bilgrav,Alternativet,,57
Helge K. Frandsen,Borgernes Parti,,54
Aksel Rosager Johansen,Enhedslisten,,44
Lisbeth Torfing,Enhedslisten,,44
Stine Ry Andersen,Enhedslisten,,42
Simon Højer,Konservative,,42
Keld Lorenzen,Liberal Alliance,,40
Knud Gaarn-Larsen,Udenfor parti,,38
Kim Pagels,Radikale,,38
Ralf Høgedal,Venstre,,36
Erik Flyvholm,Venstre,,36
Signe Sofie Larsen,Alternativet,,35
Lone Kjær Hein,Radikale,,35
Michael Valbjørn,Liberal Alliance,,33
Maria Enemark,Borgernes Parti,,32
Nils Brøgger,SF,,32
Jeppe von Berg,Moderaterne,,32
Niels Kristian Larsen,SF,,28
Emma Thorup Jacobsen,SF,,26
Marcus Juul Grønbæk,Danmarksdemokraterne,,26
Lise Jørgensen,Socialdemokratiet,,25
Vinnie Borbjerg,Socialdemokratiet,,25
Mikael Würtz,Dansk Folkeparti,,21
Majbrit Nørgaard,Venstre,,20
Didde Krabbe Johannesen,Alternativet,,20
Morten Høgh,Venstre,,19
Siff Tang Lassen,Konservative,,18
Vivi Altenburg,Danmarksdemokraterne,,17
Kasper B.G. Lauritsen,Socialdemokratiet,,16
Gorm Hoff Lauridsen,Konservative,,15
Johan Brødsgaard,Radikale,,14
Svend Stein Olsen,Liberal Alliance,,14
Jørgen Christian Pedersen,Konservative,,13
Casper Hindkjær,Radikale,,13
Anders Bøge,SF,,12
Steffen Troldtoft,Liberal Alliance,,11
Lars Fibæk,Socialdemokratiet,,11
Jarl Matthiesen,Venstre,,11
Hanne Frølund,Radikale,,11
Lennart Qvist,Konservative,,11
Henning Lindberg,Enhedslisten,,9
Peter Vestergaard,Radikale,,9
Bente Refslund,SF,,7
Annette Sofia Skotte,Liberal Alliance,,7
Christian Juhl,Enhedslisten,,7
Ragnar Dixen,Liberal Alliance,,7
Knud Nielsen,Dansk Folkeparti,,6
Iben Forum Jeppesen,Liberal Alliance,,6
Nicklas Stampe Raabjerg,Alternativet,,5
Lina Sikora Christiansen,Alternativet,,5
Damian Hartvig Mathiesen,Enhedslisten,,5
Gert Bækgaard,Venstre,,4
Lau Sørensen,Konservative,,4
Per Kamp Stefansen,Socialdemokratiet,,4
Kevin Possekel,Liberal Alliance,,3
Peter Kempf Pedersen,Socialdemokratiet,,2
Jacob Abildgaard,Enhedslisten,,2
Steffen Tolstrup,Alternativet,,2
Lars Dohn,Enhedslisten,,1
Kasper Thomassen,Venstre,,1
Henning Bo Madsen,Enhedslisten,,0
