kandidat,parti,valgt,stemmer
Morten Messerschmidt,Dansk Folkeparti,✓,4019
Lars Løkke Rasmussen,Moderaterne,✓,2689
Pia Olsen Dyhr,SF,✓,2228
Louise Elholm,Venstre,,1201
Magnus Heunicke,Socialdemokratiet,✓,1020
Rune Kristensen,Konservative,✓,714
Astrid Carøe,SF,✓,499
Pernille Vermund,Liberal Alliance,✓,485
Frederik Vad,Socialdemokratiet,✓,457
Eva Flyvholm,Enhedslisten,✓,441
Zenia Stampe,Radikale,✓,324
Kaare Dybvad Bek,Socialdemokratiet,✓,317
Trine Birk Andersen,Socialdemokratiet,✓,285
Jacob Jensen,Venstre,✓,276
Kanishka Dastageer,Socialdemokratiet,,230
Marcus Knuth,Konservative,✓,188
Morten Dahlin,Venstre,✓,180
Jacob Harris,Borgernes Parti,✓,175
Elise Sydendal,Alternativet,✓,147
Peter Skaarup,Danmarksdemokraterne,,142
Edris Qasimi,Radikale,,141
Kasper Nygaard,Moderaterne,,114
Josefine Paaske,Venstre,,111
Ida Dyhr,Konservative,,108
Sofie Holm,Radikale,,107
Iben Krog,Venstre,,102
Susie Jessen,Danmarksdemokraterne,✓,101
Christian Friis Bach,Venstre,,99
Sascha Faxe,Alternativet,,95
Carl Emil Lind,Socialdemokratiet,,89
Tanja Larsson,Socialdemokratiet,,85
Mads Olsen,SF,,85
Michael Rosenmark,Danmarksdemokraterne,,85
Rasmus Horn Langhoff,Socialdemokratiet,,82
Julie Kølskov,Socialdemokratiet,,72
Nicolai Sandager,Liberal Alliance,,68
Ali Yahya,SF,,68
Lars-Christian Brask,Liberal Alliance,✓,65
Kristine Amalie Rostgård,SF,,63
Malte Larsen,Dansk Folkeparti,✓,59
Anne Valentina Berthelsen,SF,✓,59
Victoria Helene Olsen,Konservative,,54
Joachim Riis,Liberal Alliance,✓,53
Claus Jørgensen,SF,,50
Line Krogh Lay,Radikale,,50
Helena Hedegaard Udsen,Enhedslisten,,46
Jacob Stryhn,Konservative,,46
Charlotte Bagge,Moderaterne,✓,45
Ludmila Plenge,Enhedslisten,,43
Michael Pihl,Dansk Folkeparti,,37
Helena Tjørnelund Christensen,Radikale,,36
Sanne Pilgaard,Borgernes Parti,,35
Dina Person,Danmarksdemokraterne,,35
Jeanne Bergmansen,SF,,34
Julie Jacobsen,Dansk Folkeparti,✓,34
Henrik B. Dynesen,Liberal Alliance,,33
Valdemar Alban,Socialdemokratiet,,31
Louis Jacobsen,Enhedslisten,,30
Anders Bork,Dansk Folkeparti,,30
Filiz Sarah Thunø,Socialdemokratiet,,30
Jane Christensen,Konservative,,29
Tim Larsen,Borgernes Parti,,27
Silas Ipsen,Konservative,,26
Søren Lund Hansen,Dansk Folkeparti,,25
Vilhelm Møller,Konservative,,25
Valentina Crast,Alternativet,,25
Henrik Brodersen,Dansk Folkeparti,,24
Tina Mandrup,Venstre,,24
Ditte Keidser,Konservative,,24
Kasper Schneider,Liberal Alliance,,22
Jan Herskov,Dansk Folkeparti,✓,22
Mette Hvid Brockmann,Radikale,,22
Jesper Hartøft,SF,,21
Jonas Paludan,Enhedslisten,,21
Martin Rahn Johansen,Danmarksdemokraterne,,21
Thorbern Alexander Klingert,Venstre,,20
Mette Friis,Alternativet,,20
Mads Brenøe,Liberal Alliance,,20
Mia Linda Møller,Moderaterne,,19
Martin Graff Jørgensen,SF,,19
Jeppe Fransson,Radikale,,19
Brian Perri,Moderaterne,,19
Peter Roswall,Enhedslisten,,17
Jacob Antvorskov,Alternativet,,17
Troels Brandt,Radikale,,16
Birgit Gedionsen,Enhedslisten,,16
Yurdal Cicek,Alternativet,,14
Joan Kragh,SF,,14
Sandra Skalvig,Liberal Alliance,,14
Brian Mørch,Danmarksdemokraterne,,14
Christian Wibholm,Danmarksdemokraterne,,13
Kevin Alex Rasmussen,Enhedslisten,,13
Tanja Glückstadt,Dansk Folkeparti,,13
Steffen Friis,Liberal Alliance,,13
Bruno Jerup,Enhedslisten,,13
John Bo Hansen,Borgernes Parti,,12
Liselotte Katarina Rotfeld,Alternativet,,12
Barbara Engelstoft,Konservative,,12
Kristian Stokholm,Radikale,,12
Kasper Roug,Socialdemokratiet,✓,12
Mogens Haugaard,Moderaterne,,11
Jeppe Trolle,Radikale,,11
Frederik Grünfeld,Liberal Alliance,,11
Henrik Jacobsen,Konservative,,10
Julie Memborg,Liberal Alliance,,10
Marcus Danielsson,Venstre,,9
Bob Richard Nielsen,Danmarksdemokraterne,,9
Jan Carlsen,Moderaterne,,9
Ulrik Lassen,Liberal Alliance,,8
Simon Hampe,Dansk Folkeparti,,7
Claus Bakke,Venstre,,7
Frida Qvist Kristensen,Moderaterne,,7
Benny Damgaard,Danmarksdemokraterne,,7
Line Gessø,Alternativet,,6
Michael Graakjær,SF,,6
Karen Thestrup Clausen,Enhedslisten,,6
Mads Ramstedt,Konservative,,5
Rasmus Hylleberg,Venstre,,5
John Brill Engkebølle,Danmarksdemokraterne,,5
Michael Rask,Liberal Alliance,,5
Nikolaj Brink Olsen,Liberal Alliance,,5
Jacob Bentsen,Dansk Folkeparti,,5
Isabella Apelroth,Alternativet,,4
Martin Mickey Pedersen,Liberal Alliance,,4
Carsten Abildtrup Ranum,Liberal Alliance,,4
Elva Bille Klem,Liberal Alliance,,3
Lars König,Alternativet,,3
Allan Hansen Lindemark,Alternativet,,3
Michael Schjelde,Venstre,,2
Susan H. Møller,Liberal Alliance,,2
Brian Prehn,Liberal Alliance,,0
Frederik Max Krag,Liberal Alliance,,0
