kandidat,parti,valgt,stemmer
Morten Messerschmidt,Dansk Folkeparti,✓,5322
Frederik Vad,Socialdemokratiet,✓,3738
Lars Løkke Rasmussen,Moderaterne,✓,3299
Pia Olsen Dyhr,SF,✓,2414
Morten Dahlin,Venstre,✓,818
Magnus Heunicke,Socialdemokratiet,✓,809
Pernille Vermund,Liberal Alliance,✓,560
Astrid Carøe,SF,✓,361
Jacob Jensen,Venstre,✓,314
Zenia Stampe,Radikale,✓,309
Louise Elholm,Venstre,,295
Marcus Knuth,Konservative,✓,262
Marcus Danielsson,Venstre,,222
Trine Birk Andersen,Socialdemokratiet,✓,214
Jacob Stryhn,Konservative,,212
Jacob Harris,Borgernes Parti,✓,210
Eva Flyvholm,Enhedslisten,✓,201
Martin Rahn Johansen,Danmarksdemokraterne,,193
Dina Person,Danmarksdemokraterne,,193
Henrik Brodersen,Dansk Folkeparti,,188
Kaare Dybvad Bek,Socialdemokratiet,✓,174
Peter Skaarup,Danmarksdemokraterne,,168
Helena Hedegaard Udsen,Enhedslisten,,159
Christian Friis Bach,Venstre,,153
Josefine Paaske,Venstre,,150
Iben Krog,Venstre,,132
Rasmus Horn Langhoff,Socialdemokratiet,,127
Søren Lund Hansen,Dansk Folkeparti,,121
Troels Brandt,Radikale,,118
Sascha Faxe,Alternativet,,90
Ida Dyhr,Konservative,,86
Susie Jessen,Danmarksdemokraterne,✓,86
Kristine Amalie Rostgård,SF,,81
Frida Qvist Kristensen,Moderaterne,,75
Anne Valentina Berthelsen,SF,✓,73
Carl Emil Lind,Socialdemokratiet,,72
Ali Yahya,SF,,68
Malte Larsen,Dansk Folkeparti,✓,68
Sanne Pilgaard,Borgernes Parti,,66
Julie Kølskov,Socialdemokratiet,,65
Tanja Larsson,Socialdemokratiet,,63
Joachim Riis,Liberal Alliance,✓,58
Jane Christensen,Konservative,,58
Mads Olsen,SF,,50
Elise Sydendal,Alternativet,✓,49
Lars-Christian Brask,Liberal Alliance,✓,47
Charlotte Bagge,Moderaterne,✓,47
Sofie Holm,Radikale,,46
Ludmila Plenge,Enhedslisten,,41
Julie Jacobsen,Dansk Folkeparti,✓,38
Nicolai Sandager,Liberal Alliance,,37
Silas Ipsen,Konservative,,35
Valdemar Alban,Socialdemokratiet,,35
Yurdal Cicek,Alternativet,,33
Helena Tjørnelund Christensen,Radikale,,33
Sandra Skalvig,Liberal Alliance,,32
Victoria Helene Olsen,Konservative,,31
Rune Kristensen,Konservative,✓,31
Edris Qasimi,Radikale,,28
Jeanne Bergmansen,SF,,27
Mia Linda Møller,Moderaterne,,27
Kasper Nygaard,Moderaterne,,26
Ditte Keidser,Konservative,,26
Filiz Sarah Thunø,Socialdemokratiet,,25
Claus Jørgensen,SF,,25
Martin Graff Jørgensen,SF,,24
Valentina Crast,Alternativet,,23
Line Krogh Lay,Radikale,,23
Tim Larsen,Borgernes Parti,,22
Brian Mørch,Danmarksdemokraterne,,22
Vilhelm Møller,Konservative,,21
Kasper Schneider,Liberal Alliance,,21
Anders Bork,Dansk Folkeparti,,20
Mads Brenøe,Liberal Alliance,,20
Michael Pihl,Dansk Folkeparti,,19
Tina Mandrup,Venstre,,19
Tanja Glückstadt,Dansk Folkeparti,,19
Jacob Antvorskov,Alternativet,,18
Jan Herskov,Dansk Folkeparti,✓,18
Barbara Engelstoft,Konservative,,17
Karen Thestrup Clausen,Enhedslisten,,16
Julie Memborg,Liberal Alliance,,16
Jonas Paludan,Enhedslisten,,15
Claus Bakke,Venstre,,15
Frederik Grünfeld,Liberal Alliance,,15
Louis Jacobsen,Enhedslisten,,15
Joan Kragh,SF,,15
Bob Richard Nielsen,Danmarksdemokraterne,,15
Kanishka Dastageer,Socialdemokratiet,,15
Mette Hvid Brockmann,Radikale,,14
Mogens Haugaard,Moderaterne,,14
Thorbern Alexander Klingert,Venstre,,14
Michael Rosenmark,Danmarksdemokraterne,,14
Kasper Roug,Socialdemokratiet,✓,13
Bruno Jerup,Enhedslisten,,12
Kevin Alex Rasmussen,Enhedslisten,,11
Jeppe Trolle,Radikale,,11
Henrik Jacobsen,Konservative,,10
Mette Friis,Alternativet,,9
Henrik B. Dynesen,Liberal Alliance,,9
Kristian Stokholm,Radikale,,9
Jeppe Fransson,Radikale,,9
Carsten Abildtrup Ranum,Liberal Alliance,,8
Mads Ramstedt,Konservative,,8
Christian Wibholm,Danmarksdemokraterne,,8
Rasmus Hylleberg,Venstre,,8
Jan Carlsen,Moderaterne,,7
Jacob Bentsen,Dansk Folkeparti,,7
Steffen Friis,Liberal Alliance,,7
Michael Rask,Liberal Alliance,,7
Simon Hampe,Dansk Folkeparti,,7
Jesper Hartøft,SF,,7
Peter Roswall,Enhedslisten,,7
Elva Bille Klem,Liberal Alliance,,7
Nikolaj Brink Olsen,Liberal Alliance,,6
Brian Perri,Moderaterne,,6
John Bo Hansen,Borgernes Parti,,6
Liselotte Katarina Rotfeld,Alternativet,,6
Birgit Gedionsen,Enhedslisten,,5
John Brill Engkebølle,Danmarksdemokraterne,,5
Line Gessø,Alternativet,,5
Martin Mickey Pedersen,Liberal Alliance,,5
Michael Graakjær,SF,,4
Benny Damgaard,Danmarksdemokraterne,,4
Allan Hansen Lindemark,Alternativet,,3
Ulrik Lassen,Liberal Alliance,,2
Susan H. Møller,Liberal Alliance,,2
Isabella Apelroth,Alternativet,,2
Brian Prehn,Liberal Alliance,,2
Frederik Max Krag,Liberal Alliance,,1
Michael Schjelde,Venstre,,1
Lars König,Alternativet,,1
