Afstemningsområde,Partibogstav,Stemmetal,procent_22
6. Hørup,LA,288,6.6
6. Hørup,M,500,11.5
6. Hørup,DF,82,1.9
6. Hørup,FG,4,0.1
6. Hørup,V,868,19.9
6. Hørup,ALT,58,1.3
6. Hørup,DD,386,8.9
6. Hørup,EL,72,1.7
6. Ingstrup,UP,4,0.5
6. Ingstrup,S,280,32.1
6. Ingstrup,R,14,1.6
6. Ingstrup,K,18,2.1
6. Ingstrup,NB,46,5.3
6. Ingstrup,SF,44,5.0
6. Ingstrup,LA,44,5.0
6. Ingstrup,M,76,8.7
6. Ingstrup,DF,24,2.8
6. Ingstrup,FG,2,0.2
6. Ingstrup,V,98,11.2
6. Ingstrup,ALT,8,0.9
6. Ingstrup,DD,180,20.6
6. Ingstrup,EL,24,2.8
6. Islev,UP,14,0.2
6. Islev,S,2162,31.6
6. Islev,R,310,4.5
6. Islev,K,360,5.3
6. Islev,NB,208,3.0
6. Islev,SF,586,8.6
6. Islev,LA,484,7.1
6. Islev,M,684,10.0
6. Islev,DF,294,4.3
6. Islev,FG,218,3.2
6. Islev,V,642,9.4
6. Islev,ALT,164,2.4
6. Islev,DD,328,4.8
6. Islev,EL,348,5.1
6. Kastrup,UP,22,0.2
6. Kastrup,S,5432,42.9
6. Kastrup,R,246,1.9
6. Kastrup,K,418,3.3
6. Kastrup,NB,564,4.5
6. Kastrup,SF,976,7.7
6. Kastrup,LA,728,5.7
6. Kastrup,M,916,7.2
6. Kastrup,DF,606,4.8
6. Kastrup,FG,122,1.0
6. Kastrup,V,818,6.5
6. Kastrup,ALT,344,2.7
6. Kastrup,DD,750,5.9
6. Kastrup,EL,702,5.5
6. Klokkerholm,UP,2,0.1
6. Klokkerholm,S,734,30.7
6. Klokkerholm,R,38,1.6
6. Klokkerholm,K,80,3.3
6. Klokkerholm,NB,142,5.9
6. Klokkerholm,SF,94,3.9
6. Klokkerholm,LA,150,6.3
6. Klokkerholm,M,134,5.6
6. Klokkerholm,DF,68,2.8
6. Klokkerholm,FG,2,0.1
6. Klokkerholm,V,390,16.3
6. Klokkerholm,ALT,54,2.3
6. Klokkerholm,DD,470,19.6
6. Klokkerholm,EL,32,1.3
6. Korsør Nordre Bydel,UP,14,0.2
6. Korsør Nordre Bydel,S,2972,38.5
6. Korsør Nordre Bydel,R,132,1.7
6. Korsør Nordre Bydel,K,248,3.2
6. Korsør Nordre Bydel,NB,420,5.4
6. Korsør Nordre Bydel,SF,606,7.8
6. Korsør Nordre Bydel,LA,390,5.1
6. Korsør Nordre Bydel,M,598,7.7
6. Korsør Nordre Bydel,DF,342,4.4
6. Korsør Nordre Bydel,FG,134,1.7
6. Korsør Nordre Bydel,V,698,9.0
6. Korsør Nordre Bydel,ALT,84,1.1
6. Korsør Nordre Bydel,DD,744,9.6
6. Korsør Nordre Bydel,EL,312,4.0
6. Kølkær,UP,0,0.0
6. Kølkær,S,280,24.3
6. Kølkær,R,8,0.7
6. Kølkær,K,42,3.7
6. Kølkær,NB,64,5.6
6. Kølkær,SF,66,5.7
6. Kølkær,LA,78,6.8
6. Kølkær,M,56,4.9
6. Kølkær,DF,42,3.7
6. Kølkær,FG,0,0.0
6. Kølkær,V,194,16.9
6. Kølkær,ALT,14,1.2
6. Kølkær,DD,254,22.1
6. Kølkær,EL,26,2.3
6. Langeskov,UP,2,0.0
6. Langeskov,S,2164,36.9
6. Langeskov,R,90,1.5
6. Langeskov,K,586,10.0
6. Langeskov,NB,276,4.7
6. Langeskov,SF,334,5.7
6. Langeskov,LA,292,5.0
6. Langeskov,M,542,9.2
6. Langeskov,DF,134,2.3
6. Langeskov,FG,10,0.2
6. Langeskov,V,714,12.2
6. Langeskov,ALT,48,0.8
6. Langeskov,DD,558,9.5
6. Langeskov,EL,100,1.7
6. Langhøj,UP,0,0.0
6. Langhøj,S,564,20.4
6. Langhøj,R,40,1.4
6. Langhøj,K,118,4.3
6. Langhøj,NB,102,3.7
6. Langhøj,SF,132,4.8
6. Langhøj,LA,212,7.7
6. Langhøj,M,136,4.9
6. Langhøj,DF,36,1.3
6. Langhøj,FG,10,0.4
6. Langhøj,V,828,29.9
6. Langhøj,ALT,24,0.9
6. Langhøj,DD,480,17.3
6. Langhøj,EL,22,0.8
6. Lundby,UP,18,0.4
6. Lundby,S,1302,27.8
6. Lundby,R,70,1.5
6. Lundby,K,186,4.0
6. Lundby,NB,290,6.2
6. Lundby,SF,456,9.7
6. Lundby,LA,292,6.2
6. Lundby,M,448,9.6
6. Lundby,DF,250,5.3
6. Lundby,FG,2,0.0
6. Lundby,V,474,10.1
6. Lundby,ALT,96,2.1
6. Lundby,DD,632,13.5
6. Lundby,EL,150,3.2
6. Maglegård,UP,6,0.1
6. Maglegård,S,1022,9.9
6. Maglegård,R,684,6.6
6. Maglegård,K,1530,14.8
6. Maglegård,NB,196,1.9
6. Maglegård,SF,574,5.6
6. Maglegård,LA,1644,15.9
6. Maglegård,M,1528,14.8
6. Maglegård,DF,186,1.8
6. Maglegård,FG,28,0.3
6. Maglegård,V,1950,18.9
6. Maglegård,ALT,438,4.2
6. Maglegård,DD,118,1.1
6. Maglegård,EL,396,3.8
6. Morten Børup,UP,26,0.2
6. Morten Børup,S,3640,28.6
6. Morten Børup,R,524,4.1
6. Morten Børup,K,616,4.8
6. Morten Børup,NB,388,3.0
6. Morten Børup,SF,1198,9.4
6. Morten Børup,LA,1256,9.9
6. Morten Børup,M,1144,9.0
6. Morten Børup,DF,238,1.9
6. Morten Børup,FG,34,0.3
6. Morten Børup,V,1738,13.7
6. Morten Børup,ALT,472,3.7
6. Morten Børup,DD,736,5.8
6. Morten Børup,EL,662,5.2
6. Nygård Skole,UP,8,0.4
6. Nygård Skole,S,362,20.2
6. Nygård Skole,R,98,5.5
6. Nygård Skole,K,122,6.8
6. Nygård Skole,NB,148,8.2
6. Nygård Skole,SF,94,5.2
6. Nygård Skole,LA,160,8.9
6. Nygård Skole,M,248,13.8
6. Nygård Skole,DF,26,1.4
6. Nygård Skole,FG,0,0.0
6. Nygård Skole,V,230,12.8
6. Nygård Skole,ALT,92,5.1
6. Nygård Skole,DD,134,7.5
6. Nygård Skole,EL,64,3.6
6. Nørre Aaby,UP,4,0.1
6. Nørre Aaby,S,1614,33.2
6. Nørre Aaby,R,118,2.4
6. Nørre Aaby,K,228,4.7
6. Nørre Aaby,NB,186,3.8
6. Nørre Aaby,SF,400,8.2
6. Nørre Aaby,LA,286,5.9
6. Nørre Aaby,M,490,10.1
6. Nørre Aaby,DF,110,2.3
6. Nørre Aaby,FG,20,0.4
6. Nørre Aaby,V,570,11.7
6. Nørre Aaby,ALT,94,1.9
6. Nørre Aaby,DD,572,11.8
6. Nørre Aaby,EL,154,3.2
6. Otterup,UP,6,0.1
6. Otterup,S,2538,39.3
6. Otterup,R,86,1.3
6. Otterup,K,234,3.6
6. Otterup,NB,296,4.6
6. Otterup,SF,372,5.8
6. Otterup,LA,318,4.9
6. Otterup,M,532,8.2
6. Otterup,DF,206,3.2
6. Otterup,FG,4,0.1
6. Otterup,V,894,13.9
6. Otterup,ALT,46,0.7
6. Otterup,DD,794,12.3
6. Otterup,EL,108,1.7
6. Ravsted,UP,2,0.2
6. Ravsted,S,174,16.8
6. Ravsted,R,14,1.4
6. Ravsted,K,30,2.9
6. Ravsted,NB,174,16.8
6. Ravsted,SF,26,2.5
6. Ravsted,LA,72,6.9
6. Ravsted,M,52,5.0
6. Ravsted,DF,36,3.5
6. Ravsted,FG,4,0.4
6. Ravsted,V,182,17.6
6. Ravsted,ALT,6,0.6
6. Ravsted,DD,254,24.5
6. Ravsted,EL,8,0.8
6. Reersø,UP,8,0.9
6. Reersø,S,284,32.5
6. Reersø,R,12,1.4
6. Reersø,K,40,4.6
6. Reersø,NB,72,8.2
6. Reersø,SF,54,6.2
6. Reersø,LA,30,3.4
6. Reersø,M,74,8.5
6. Reersø,DF,52,5.9
6. Reersø,FG,2,0.2
6. Reersø,V,92,10.5
6. Reersø,ALT,2,0.2
6. Reersø,DD,108,12.4
6. Reersø,EL,36,4.1
6. Ringsted Dagmarskolen,UP,18,0.3
6. Ringsted Dagmarskolen,S,2176,31.2
6. Ringsted Dagmarskolen,R,214,3.1
6. Ringsted Dagmarskolen,K,554,8.0
6. Ringsted Dagmarskolen,NB,274,3.9
6. Ringsted Dagmarskolen,SF,720,10.3
6. Ringsted Dagmarskolen,LA,402,5.8
6. Ringsted Dagmarskolen,M,602,8.6
6. Ringsted Dagmarskolen,DF,226,3.2
6. Ringsted Dagmarskolen,FG,162,2.3
6. Ringsted Dagmarskolen,V,698,10.0
6. Ringsted Dagmarskolen,ALT,134,1.9
6. Ringsted Dagmarskolen,DD,432,6.2
6. Ringsted Dagmarskolen,EL,330,4.7
6. Råby Forsamlingshus,UP,6,0.4
6. Råby Forsamlingshus,S,418,29.3
6. Råby Forsamlingshus,R,14,1.0
6. Råby Forsamlingshus,K,42,2.9
6. Råby Forsamlingshus,NB,154,10.8
6. Råby Forsamlingshus,SF,64,4.5
6. Råby Forsamlingshus,LA,94,6.6
6. Råby Forsamlingshus,M,48,3.4
6. Råby Forsamlingshus,DF,66,4.6
6. Råby Forsamlingshus,FG,4,0.3
6. Råby Forsamlingshus,V,100,7.0
6. Råby Forsamlingshus,ALT,40,2.8
6. Råby Forsamlingshus,DD,328,23.0
6. Råby Forsamlingshus,EL,46,3.2
6. Rådhuset,UP,10,0.2
6. Rådhuset,S,1368,27.2
6. Rådhuset,R,322,6.4
6. Rådhuset,K,356,7.1
6. Rådhuset,NB,200,4.0
6. Rådhuset,SF,378,7.5
6. Rådhuset,LA,300,6.0
6. Rådhuset,M,396,7.9
6. Rådhuset,DF,186,3.7
6. Rådhuset,FG,440,8.7
6. Rådhuset,V,374,7.4
6. Rådhuset,ALT,82,1.6
6. Rådhuset,DD,252,5.0
6. Rådhuset,EL,336,6.7
6. Rønbjerg,UP,2,0.2
6. Rønbjerg,S,296,28.1
6. Rønbjerg,R,16,1.5
6. Rønbjerg,K,72,6.8
6. Rønbjerg,NB,48,4.6
6. Rønbjerg,SF,54,5.1
6. Rønbjerg,LA,60,5.7
6. Rønbjerg,M,72,6.8
6. Rønbjerg,DF,30,2.8
6. Rønbjerg,FG,2,0.2
6. Rønbjerg,V,122,11.6
6. Rønbjerg,ALT,14,1.3
6. Rønbjerg,DD,234,22.2
6. Rønbjerg,EL,18,1.7
6. Rørup,UP,2,0.2
6. Rørup,S,262,30.1
6. Rørup,R,16,1.8
6. Rørup,K,40,4.6
6. Rørup,NB,66,7.6
6. Rørup,SF,30,3.4
6. Rørup,LA,42,4.8
6. Rørup,M,62,7.1
6. Rørup,DF,32,3.7
6. Rørup,FG,0,0.0
6. Rørup,V,116,13.3
6. Rørup,ALT,10,1.1
6. Rørup,DD,172,19.8
6. Rørup,EL,10,1.1
6. Skovlunde Skole - Lundebjerg,UP,14,0.2
6. Skovlunde Skole - Lundebjerg,S,3324,38.6
6. Skovlunde Skole - Lundebjerg,R,250,2.9
6. Skovlunde Skole - Lundebjerg,K,326,3.8
6. Skovlunde Skole - Lundebjerg,NB,288,3.3
6. Skovlunde Skole - Lundebjerg,SF,792,9.2
6. Skovlunde Skole - Lundebjerg,LA,524,6.1
6. Skovlunde Skole - Lundebjerg,M,774,9.0
6. Skovlunde Skole - Lundebjerg,DF,420,4.9
6. Skovlunde Skole - Lundebjerg,FG,170,2.0
6. Skovlunde Skole - Lundebjerg,V,616,7.1
6. Skovlunde Skole - Lundebjerg,ALT,218,2.5
6. Skovlunde Skole - Lundebjerg,DD,422,4.9
6. Skovlunde Skole - Lundebjerg,EL,446,5.2
6. Skovly,UP,2,0.0
6. Skovly,S,468,10.4
6. Skovly,R,404,9.0
6. Skovly,K,638,14.2
6. Skovly,NB,116,2.6
6. Skovly,SF,252,5.6
6. Skovly,LA,642,14.3
6. Skovly,M,634,14.1
6. Skovly,DF,52,1.2
6. Skovly,FG,2,0.0
6. Skovly,V,952,21.2
6. Skovly,ALT,124,2.8
6. Skovly,DD,66,1.5
6. Skovly,EL,140,3.1
6. Slagslunde,UP,0,0.0
6. Slagslunde,S,474,22.3
6. Slagslunde,R,94,4.4
6. Slagslunde,K,128,6.0
6. Slagslunde,NB,82,3.9
6. Slagslunde,SF,212,10.0
6. Slagslunde,LA,112,5.3
6. Slagslunde,M,240,11.3
6. Slagslunde,DF,66,3.1
6. Slagslunde,FG,0,0.0
6. Slagslunde,V,294,13.9
6. Slagslunde,ALT,122,5.7
6. Slagslunde,DD,106,5.0
6. Slagslunde,EL,178,8.4
6. Slangerup,UP,24,0.2
6. Slangerup,S,2604,26.0
6. Slangerup,R,272,2.7
6. Slangerup,K,528,5.3
6. Slangerup,NB,608,6.1
6. Slangerup,SF,656,6.5
6. Slangerup,LA,862,8.6
6. Slangerup,M,1070,10.7
6. Slangerup,DF,394,3.9
6. Slangerup,FG,34,0.3
6. Slangerup,V,1722,17.2
6. Slangerup,ALT,166,1.7
6. Slangerup,DD,752,7.5
6. Slangerup,EL,294,2.9
6. Solvang,UP,4,0.0
6. Solvang,S,2304,20.9
6. Solvang,R,816,7.4
6. Solvang,K,788,7.2
6. Solvang,NB,246,2.2
6. Solvang,SF,1108,10.1
6. Solvang,LA,1054,9.6
6. Solvang,M,1488,13.5
6. Solvang,DF,184,1.7
6. Solvang,FG,40,0.4
6. Solvang,V,1696,15.4
6. Solvang,ALT,422,3.8
6. Solvang,DD,240,2.2
6. Solvang,EL,594,5.4
6. Stengård,UP,4,0.0
6. Stengård,S,2656,25.2
6. Stengård,R,994,9.4
6. Stengård,K,558,5.3
6. Stengård,NB,190,1.8
6. Stengård,SF,1344,12.7
6. Stengård,LA,734,7.0
6. Stengård,M,1288,12.2
6. Stengård,DF,208,2.0
6. Stengård,FG,54,0.5
6. Stengård,V,1156,11.0
6. Stengård,ALT,550,5.2
6. Stengård,DD,186,1.8
6. Stengård,EL,608,5.8
6. Stoholm,UP,6,0.1
6. Stoholm,S,1118,26.1
6. Stoholm,R,42,1.0
6. Stoholm,K,510,11.9
6. Stoholm,NB,148,3.5
6. Stoholm,SF,210,4.9
6. Stoholm,LA,274,6.4
6. Stoholm,M,244,5.7
6. Stoholm,DF,54,1.3
6. Stoholm,FG,0,0.0
6. Stoholm,V,630,14.7
6. Stoholm,ALT,40,0.9
6. Stoholm,DD,930,21.7
6. Stoholm,EL,58,1.4
6. Strynø,UP,0,0.0
6. Strynø,S,74,25.0
6. Strynø,R,2,0.7
6. Strynø,K,20,6.8
6. Strynø,NB,4,1.4
6. Strynø,SF,46,15.5
6. Strynø,LA,12,4.1
6. Strynø,M,24,8.1
6. Strynø,DF,4,1.4
6. Strynø,FG,2,0.7
6. Strynø,V,18,6.1
6. Strynø,ALT,36,12.2
6. Strynø,DD,12,4.1
6. Strynø,EL,40,13.5
6. Søndermarken,UP,8,0.1
6. Søndermarken,S,4640,39.5
6. Søndermarken,R,254,2.2
6. Søndermarken,K,466,4.0
6. Søndermarken,NB,548,4.7
6. Søndermarken,SF,752,6.4
6. Søndermarken,LA,696,5.9
6. Søndermarken,M,968,8.2
6. Søndermarken,DF,444,3.8
6. Søndermarken,FG,104,0.9
6. Søndermarken,V,1122,9.6
6. Søndermarken,ALT,140,1.2
6. Søndermarken,DD,1118,9.5
6. Søndermarken,EL,398,3.4
6. Tappernøje,UP,8,0.2
6. Tappernøje,S,932,29.1
6. Tappernøje,R,30,0.9
6. Tappernøje,K,138,4.3
6. Tappernøje,NB,270,8.4
6. Tappernøje,SF,244,7.6
6. Tappernøje,LA,232,7.2
6. Tappernøje,M,336,10.5
6. Tappernøje,DF,182,5.7
6. Tappernøje,FG,4,0.1
6. Tappernøje,V,330,10.3
6. Tappernøje,ALT,70,2.2
6. Tappernøje,DD,358,11.2
6. Tappernøje,EL,66,2.1
6. Tinghøj,UP,0,0.0
6. Tinghøj,S,216,20.3
6. Tinghøj,R,36,3.4
6. Tinghøj,K,50,4.7
6. Tinghøj,NB,76,7.1
6. Tinghøj,SF,38,3.6
6. Tinghøj,LA,62,5.8
6. Tinghøj,M,96,9.0
6. Tinghøj,DF,18,1.7
6. Tinghøj,FG,0,0.0
6. Tinghøj,V,250,23.5
6. Tinghøj,ALT,8,0.8
6. Tinghøj,DD,192,18.0
6. Tinghøj,EL,16,1.5
6. Toreby,UP,2,0.1
6. Toreby,S,794,33.9
6. Toreby,R,34,1.5
6. Toreby,K,58,2.5
6. Toreby,NB,118,5.0
6. Toreby,SF,174,7.4
6. Toreby,LA,104,4.4
6. Toreby,M,192,8.2
6. Toreby,DF,236,10.1
6. Toreby,FG,4,0.2
6. Toreby,V,282,12.0
6. Toreby,ALT,32,1.4
6. Toreby,DD,248,10.6
6. Toreby,EL,62,2.6
6. Tornby,UP,0,0.0
6. Tornby,S,700,29.5
6. Tornby,R,28,1.2
6. Tornby,K,158,6.7
6. Tornby,NB,96,4.0
6. Tornby,SF,128,5.4
6. Tornby,LA,156,6.6
6. Tornby,M,158,6.7
6. Tornby,DF,62,2.6
6. Tornby,FG,2,0.1
6. Tornby,V,368,15.5
6. Tornby,ALT,56,2.4
6. Tornby,DD,390,16.4
6. Tornby,EL,66,2.8
6. Tranbjerg Skole,UP,14,0.1
6. Tranbjerg Skole,S,4360,35.1
6. Tranbjerg Skole,R,398,3.2
6. Tranbjerg Skole,K,562,4.5
6. Tranbjerg Skole,NB,422,3.4
6. Tranbjerg Skole,SF,1148,9.2
6. Tranbjerg Skole,LA,946,7.6
6. Tranbjerg Skole,M,990,8.0
6. Tranbjerg Skole,DF,268,2.2
6. Tranbjerg Skole,FG,94,0.8
6. Tranbjerg Skole,V,1660,13.4
6. Tranbjerg Skole,ALT,246,2.0
6. Tranbjerg Skole,DD,842,6.8
6. Tranbjerg Skole,EL,448,3.6
6. Udby,UP,4,0.1
6. Udby,S,1056,33.0
6. Udby,R,38,1.2
6. Udby,K,70,2.2
6. Udby,NB,124,3.9
6. Udby,SF,320,10.0
6. Udby,LA,212,6.6
6. Udby,M,364,11.4
6. Udby,DF,140,4.4
6. Udby,FG,4,0.1
6. Udby,V,374,11.7
6. Udby,ALT,66,2.1
6. Udby,DD,320,10.0
6. Udby,EL,92,2.9
6. Ullerslev,UP,0,0.0
6. Ullerslev,S,1452,39.6
6. Ullerslev,R,34,0.9
6. Ullerslev,K,164,4.5
6. Ullerslev,NB,164,4.5
6. Ullerslev,SF,202,5.5
6. Ullerslev,LA,186,5.1
6. Ullerslev,M,236,6.4
6. Ullerslev,DF,128,3.5
6. Ullerslev,FG,14,0.4
6. Ullerslev,V,486,13.3
6. Ullerslev,ALT,28,0.8
6. Ullerslev,DD,496,13.5
6. Ullerslev,EL,66,1.8
6. Ullerød,UP,6,0.1
6. Ullerød,S,2024,25.3
6. Ullerød,R,348,4.3
6. Ullerød,K,546,6.8
6. Ullerød,NB,272,3.4
6. Ullerød,SF,734,9.2
6. Ullerød,LA,666,8.3
6. Ullerød,M,1022,12.8
6. Ullerød,DF,110,1.4
6. Ullerød,FG,56,0.7
6. Ullerød,V,1244,15.5
6. Ullerød,ALT,228,2.8
6. Ullerød,DD,340,4.2
6. Ullerød,EL,368,4.6
6. Vesløs,UP,0,0.0
6. Vesløs,S,400,28.3
6. Vesløs,R,26,1.8
6. Vesløs,K,42,3.0
6. Vesløs,NB,80,5.7
6. Vesløs,SF,64,4.5
6. Vesløs,LA,66,4.7
6. Vesløs,M,38,2.7
6. Vesløs,DF,34,2.4
6. Vesløs,FG,2,0.1
6. Vesløs,V,218,15.4
6. Vesløs,ALT,42,3.0
6. Vesløs,DD,352,24.9
6. Vesløs,EL,50,3.5
6. Vig,UP,10,0.2
6. Vig,S,1316,30.5
6. Vig,R,62,1.4
6. Vig,K,134,3.1
6. Vig,NB,240,5.6
6. Vig,SF,332,7.7
6. Vig,LA,266,6.2
6. Vig,M,460,10.7
6. Vig,DF,254,5.9
6. Vig,FG,8,0.2
6. Vig,V,564,13.1
6. Vig,ALT,84,1.9
6. Vig,DD,440,10.2
6. Vig,EL,136,3.2
6. Vinderup,UP,18,0.3
6. Vinderup,S,1888,27.4
6. Vinderup,R,98,1.4
6. Vinderup,K,318,4.6
6. Vinderup,NB,242,3.5
6. Vinderup,SF,280,4.1
6. Vinderup,LA,446,6.5
6. Vinderup,M,284,4.1
6. Vinderup,DF,304,4.4
6. Vinderup,FG,2,0.0
6. Vinderup,V,1480,21.5
6. Vinderup,ALT,56,0.8
6. Vinderup,DD,1294,18.8
6. Vinderup,EL,80,1.2
6. Virum,UP,4,0.0
6. Virum,S,1096,12.4
6. Virum,R,732,8.2
6. Virum,K,1270,14.3
6. Virum,NB,158,1.8
6. Virum,SF,824,9.3
6. Virum,LA,1082,12.2
6. Virum,M,1370,15.4
6. Virum,DF,120,1.4
6. Virum,FG,16,0.2
6. Virum,V,1500,16.9
6. Virum,ALT,250,2.8
6. Virum,DD,124,1.4
6. Virum,EL,310,3.5
6. Ølsemagle,UP,6,0.1
6. Ølsemagle,S,1258,24.0
6. Ølsemagle,R,178,3.4
6. Ølsemagle,K,260,5.0
6. Ølsemagle,NB,192,3.7
6. Ølsemagle,SF,686,13.1
6. Ølsemagle,LA,456,8.7
6. Ølsemagle,M,588,11.2
6. Ølsemagle,DF,172,3.3
6. Ølsemagle,FG,92,1.8
6. Ølsemagle,V,780,14.9
6. Ølsemagle,ALT,98,1.9
6. Ølsemagle,DD,338,6.4
6. Ølsemagle,EL,140,2.7
6. Ølsted Og Eriknauer-Området,UP,0,0.0
6. Ølsted Og Eriknauer-Området,S,436,26.2
6. Ølsted Og Eriknauer-Området,R,32,1.9
6. Ølsted Og Eriknauer-Området,K,78,4.7
6. Ølsted Og Eriknauer-Området,NB,144,8.6
6. Ølsted Og Eriknauer-Området,SF,70,4.2
6. Ølsted Og Eriknauer-Området,LA,152,9.1
6. Ølsted Og Eriknauer-Området,M,140,8.4
6. Ølsted Og Eriknauer-Området,DF,32,1.9
6. Ølsted Og Eriknauer-Området,FG,0,0.0
6. Ølsted Og Eriknauer-Området,V,266,16.0
6. Ølsted Og Eriknauer-Området,ALT,16,1.0
6. Ølsted Og Eriknauer-Området,DD,238,14.3
6. Ølsted Og Eriknauer-Området,EL,46,2.8
6. Ørum,UP,2,0.1
6. Ørum,S,730,28.5
6. Ørum,R,28,1.1
6. Ørum,K,74,2.9
6. Ørum,NB,182,7.1
6. Ørum,SF,136,5.3
6. Ørum,LA,196,7.7
6. Ørum,M,146,5.7
6. Ørum,DF,74,2.9
6. Ørum,FG,16,0.6
6. Ørum,V,406,15.9
6. Ørum,ALT,28,1.1
6. Ørum,DD,444,17.3
6. Ørum,EL,84,3.3
61. Båndby - Hallen,UP,0,0.0
61. Båndby - Hallen,S,2690,40.9
61. Båndby - Hallen,R,130,2.0
61. Båndby - Hallen,K,194,3.0
61. Båndby - Hallen,NB,224,3.4
61. Båndby - Hallen,SF,376,5.7
61. Båndby - Hallen,LA,460,7.0
61. Båndby - Hallen,M,380,5.8
61. Båndby - Hallen,DF,108,1.6
61. Båndby - Hallen,FG,4,0.1
61. Båndby - Hallen,V,774,11.8
61. Båndby - Hallen,ALT,76,1.2
61. Båndby - Hallen,DD,992,15.1
61. Båndby - Hallen,EL,138,2.1
61. Skærbæk,UP,0,0.0
61. Skærbæk,S,1170,26.4
61. Skærbæk,R,30,0.7
61. Skærbæk,K,158,3.6
61. Skærbæk,NB,376,8.5
61. Skærbæk,SF,118,2.7
61. Skærbæk,LA,258,5.8
61. Skærbæk,M,1088,24.5
61. Skærbæk,DF,146,3.3
61. Skærbæk,FG,6,0.1
61. Skærbæk,V,422,9.5
61. Skærbæk,ALT,30,0.7
61. Skærbæk,DD,576,13.0
61. Skærbæk,EL,40,0.9
61. Vejlby-Risskov Hallen,UP,12,0.1
61. Vejlby-Risskov Hallen,S,4056,22.4
61. Vejlby-Risskov Hallen,R,1498,8.3
61. Vejlby-Risskov Hallen,K,724,4.0
61. Vejlby-Risskov Hallen,NB,374,2.1
61. Vejlby-Risskov Hallen,SF,2302,12.7
61. Vejlby-Risskov Hallen,LA,1900,10.5
61. Vejlby-Risskov Hallen,M,1414,7.8
61. Vejlby-Risskov Hallen,DF,172,1.0
61. Vejlby-Risskov Hallen,FG,252,1.4
61. Vejlby-Risskov Hallen,V,1772,9.8
61. Vejlby-Risskov Hallen,ALT,1118,6.2
61. Vejlby-Risskov Hallen,DD,460,2.5
61. Vejlby-Risskov Hallen,EL,1896,10.5
"62. Søndervangskolen, Viby J",UP,4,0.1
"62. Søndervangskolen, Viby J",S,920,28.8
"62. Søndervangskolen, Viby J",R,186,5.8
"62. Søndervangskolen, Viby J",K,84,2.6
"62. Søndervangskolen, Viby J",NB,60,1.9
"62. Søndervangskolen, Viby J",SF,220,6.9
"62. Søndervangskolen, Viby J",LA,226,7.1
"62. Søndervangskolen, Viby J",M,204,6.4
"62. Søndervangskolen, Viby J",DF,66,2.1
"62. Søndervangskolen, Viby J",FG,464,14.5
"62. Søndervangskolen, Viby J",V,216,6.8
"62. Søndervangskolen, Viby J",ALT,76,2.4
"62. Søndervangskolen, Viby J",DD,150,4.7
"62. Søndervangskolen, Viby J",EL,304,9.5
"63. Folkesundhed Aarhus, Frydenlun",UP,16,0.1
"63. Folkesundhed Aarhus, Frydenlun",S,2818,22.5
"63. Folkesundhed Aarhus, Frydenlun",R,1032,8.2
"63. Folkesundhed Aarhus, Frydenlun",K,400,3.2
"63. Folkesundhed Aarhus, Frydenlun",NB,184,1.5
"63. Folkesundhed Aarhus, Frydenlun",SF,1706,13.6
"63. Folkesundhed Aarhus, Frydenlun",LA,940,7.5
"63. Folkesundhed Aarhus, Frydenlun",M,778,6.2
"63. Folkesundhed Aarhus, Frydenlun",DF,166,1.3
"63. Folkesundhed Aarhus, Frydenlun",FG,648,5.2
"63. Folkesundhed Aarhus, Frydenlun",V,908,7.3
"63. Folkesundhed Aarhus, Frydenlun",ALT,790,6.3
"63. Folkesundhed Aarhus, Frydenlun",DD,350,2.8
"63. Folkesundhed Aarhus, Frydenlun",EL,1666,13.3
64. Åby Hallen,UP,6,0.1
64. Åby Hallen,S,2538,22.7
64. Åby Hallen,R,842,7.5
64. Åby Hallen,K,404,3.6
64. Åby Hallen,NB,172,1.5
64. Åby Hallen,SF,1466,13.1
64. Åby Hallen,LA,1336,11.9
64. Åby Hallen,M,940,8.4
64. Åby Hallen,DF,120,1.1
64. Åby Hallen,FG,198,1.8
64. Åby Hallen,V,1102,9.8
64. Åby Hallen,ALT,678,6.1
64. Åby Hallen,DD,270,2.4
64. Åby Hallen,EL,1064,9.5
"65. Ellevangskolen, Risskov",UP,12,0.1
"65. Ellevangskolen, Risskov",S,3162,26.0
"65. Ellevangskolen, Risskov",R,734,6.0
"65. Ellevangskolen, Risskov",K,604,5.0
"65. Ellevangskolen, Risskov",NB,310,2.6
"65. Ellevangskolen, Risskov",SF,1570,12.9
"65. Ellevangskolen, Risskov",LA,1150,9.5
"65. Ellevangskolen, Risskov",M,1018,8.4
"65. Ellevangskolen, Risskov",DF,172,1.4
"65. Ellevangskolen, Risskov",FG,48,0.4
"65. Ellevangskolen, Risskov",V,1506,12.4
"65. Ellevangskolen, Risskov",ALT,550,4.5
"65. Ellevangskolen, Risskov",DD,382,3.1
"65. Ellevangskolen, Risskov",EL,874,7.2
66. Skåde Skole,UP,8,0.1
66. Skåde Skole,S,1526,18.8
66. Skåde Skole,R,402,5.0
66. Skåde Skole,K,666,8.2
66. Skåde Skole,NB,214,2.6
66. Skåde Skole,SF,666,8.2
66. Skåde Skole,LA,1068,13.2
66. Skåde Skole,M,948,11.7
66. Skåde Skole,DF,120,1.5
66. Skåde Skole,FG,36,0.4
66. Skåde Skole,V,1470,18.1
