kandidat,parti,valgt,stemmer
Lea Wermelin,Socialdemokratiet,,2203
Peter Juel-Jensen,Venstre,,2011
Sebastian Bloch Jensen,SF,,678
Kirstine van Sabben,Moderaterne,,403
Niklas Stenbye,Venstre,,381
Bo Vibe Ancher Jensen,Dansk Folkeparti,,363
Morten Riis,Enhedslisten,,193
Michael Hendriksen,Danmarksdemokraterne,,158
Kasper Flygare,Socialdemokratiet,,153
Kristoffer Kromand,Konservative,,152
Helle Munk Ravnborg,Enhedslisten,,149
Sofie Christiansen,SF,,146
Asta Kofod,Enhedslisten,,94
Eik Dahl Bidstrup,Liberal Alliance,,88
Christian Faurholdt Jeppesen,Socialdemokratiet,,87
Peter Svarre Fridolf,Konservative,,58
Laila Stougaard Kofoed Espersen,Radikale,,58
Sofie Valbjørn,Alternativet,,43
Simon Bech Munch-Petersen,Radikale,,25
Kim Hjerrild,Alternativet,,24
Charlotte Friberg Henriksen,Borgernes Parti,,13
Birthe Tindbæk Bredo,Venstre,,9
Lasse Oszadlik,Moderaterne,,8
