kandidat,parti,valgt,stemmer
Pelle Dragsted,Enhedslisten,✓,4148
Peter Hummelgaard,Socialdemokratiet,,2646
Theresa Scavenius,Udenfor parti,,1736
Ida Auken,Socialdemokratiet,,1554
Franciska Rosenkilde,Alternativet,✓,1552
Samira Nawa,Radikale,,1285
Jakob Engel-Schmidt,Moderaterne,,1206
Rosa Lund,Enhedslisten,✓,1050
Mia Tang,Konservative,,886
Lisbeth Bech-Nielsen,SF,,732
Mads Strange,Liberal Alliance,,651
Paw Karslund,Dansk Folkeparti,,535
Pil Christensen,Enhedslisten,,527
Magnus Georg Jensen,Radikale,,505
Nanna Bonde,SF,,483
Jan E. Jørgensen,Venstre,,480
Thomas Rohden,Radikale,,460
Lise Coermann,Alternativet,,460
Carl Valentin,SF,,438
Ole Birk Olesen,Liberal Alliance,,430
Helle Bonnesen,Konservative,,394
Anders Storgaard,Konservative,,317
Allan Feldt,Dansk Folkeparti,,314
Sophie Hæstorp Andersen,Socialdemokratiet,,305
Linea Søgaard-Lidell,Venstre,,290
Leila Stockmarr,Enhedslisten,,282
Mette Reissmann,Socialdemokratiet,,272
Alexander Ryle,Liberal Alliance,,270
Ali Qais,Moderaterne,,244
Qasam Nazir Ahmad,Alternativet,,240
Merete Riisager,Liberal Alliance,,238
Merete Dea Larsen,Dansk Folkeparti,,234
Helene Fagerhøj,Konservative,,212
Halime Oguz,SF,,208
Sadek Al-Amood,SF,,193
Anne-Sofie Sadolin,Radikale,,188
Nanna W. Gotfredsen,Moderaterne,,161
Maria Georgi Sloth,Radikale,,156
Rasmus Paludan,Udenfor parti,,155
Mathilde Vinther,Enhedslisten,,154
Kasper Nordborg Kiær,SF,,147
Helene Langager,Radikale,,146
Anders Sørensen,Alternativet,,143
Nikolaj Bøgh,Konservative,,140
Yildiz Akdogan,Socialdemokratiet,,137
Carina Høedt,Konservative,,126
Ellen Emilie,Moderaterne,,125
Emil Moselund,Radikale,,123
Line Ervolder,Konservative,,122
Denise Rostgaard,Dansk Folkeparti,,120
Cecilie Louise Balbay Holdt,SF,,120
Mads Sebbelov,Moderaterne,,117
Rasmus Bjergegaard,Konservative,,115
Rune Palm,SF,,109
Lisbeth Dam Larsen,Moderaterne,,107
Julie Herdal,Radikale,,102
Jiesper Tristan Pedersen,Alternativet,,100
Pil Yildiz,Enhedslisten,,95
Charlotte Lund,Enhedslisten,,93
Maria Sofie Petersen,Enhedslisten,,88
Frederik Rosberg,Radikale,,86
Mikkel Sammy Christensen,SF,,83
Rashid Ali,Udenfor parti,,78
Claus Buch,Venstre,,76
Pernille Birch,Konservative,,72
Rikke Hansen,Borgernes Parti,,70
Malene Sandfeld,Venstre,,66
Asbjørn Reissmann,Socialdemokratiet,,63
Reinout Bosch,Enhedslisten,,63
Niels Peder Ravn,Konservative,,61
Marcus Vesterager,Socialdemokratiet,,59
Mikkel Senna Odoom,Radikale,,58
Natascha Remvig,Venstre,,57
Anders Havelund Krøyer,Konservative,,57
Camilla Hoffmann,Socialdemokratiet,,55
Jan Kristoffersen,Alternativet,,51
Benny Bindslev,Danmarksdemokraterne,,47
Thomas Markmann,Radikale,,46
Roger Courage Matthisen,Alternativet,,43
Emilla Møller,Socialdemokratiet,,41
Anders Fausbøll,Venstre,,39
Catharina Næsby Malkki,Alternativet,,37
Eva Bechmann,Danmarksdemokraterne,,34
Charlotte Nellemann,Liberal Alliance,,34
John Erik Wagner,Udenfor parti,,33
Lasse Vogel Andersen,Konservative,,33
Marianne Mortensen,Radikale,,31
Nikolai Eskild Jensen,Alternativet,,27
Flemming Steenlykke,Borgernes Parti,,27
Vibeke Frost,Alternativet,,27
Erik Jensen,Socialdemokratiet,,26
Kim Larsen,Enhedslisten,,26
Line Østergaard Olsen,Liberal Alliance,,26
Per Nørgaard Andersen,Liberal Alliance,,25
Martin Sibast,Danmarksdemokraterne,,24
Stig Ekman,Socialdemokratiet,,24
Laura Emilie Fabricius-Lauritzen,Liberal Alliance,,23
Zeynep Bardakci,Venstre,,20
Noah Sturis,Alternativet,,18
Mette Bloch Hansen,Enhedslisten,,18
Mette Bram,Alternativet,,18
Peter Martin Jakobsen,Alternativet,,17
David Rønne,Enhedslisten,,14
Bjarke Bisgaard Yolal,SF,,13
Morten Bering,SF,,9
Torben Guldbæk,Liberal Alliance,,8
Jakob Ravn Karlsen,Alternativet,,7
Jan Schumann,Alternativet,,7
Jarl Feyling,Socialdemokratiet,,5
Mikkel Bahl,Alternativet,,3
